,rate
44996,4.0
44997,4.0
44999,3.5
45000,4.0
45002,3.0
45003,3.0
45005,4.5
45006,3.0
45007,4.0
45008,4.0
45009,5.0
45010,4.0
45011,1.5
45012,3.5
45014,3.0
45015,4.0
45017,5.0
45019,1.0
45020,3.5
45021,3.0
45022,4.0
45023,3.0
45024,3.5
45027,4.0
45028,1.0
45029,4.0
45030,3.0
45031,3.0
45032,4.0
45033,4.0
45034,5.0
45035,5.0
45036,4.0
45039,5.0
45040,5.0
45041,3.0
45042,4.0
45043,3.0
45044,4.0
45045,5.0
45046,3.0
45047,4.0
45049,3.0
45050,4.0
45051,4.0
45053,5.0
45054,3.0
45055,3.5
45056,4.0
45057,5.0
45058,2.5
45059,4.0
45060,3.0
45061,3.0
45062,4.5
45063,4.0
45064,4.0
45065,1.0
45066,3.5
45067,2.0
45068,5.0
45069,2.0
45070,3.0
45071,3.0
45072,4.0
45073,3.0
45074,4.0
45075,3.5
45077,4.0
45078,2.0
45079,2.5
45080,3.5
45081,3.0
45083,5.0
45086,3.0
45087,3.5
45088,1.0
45090,4.0
45091,3.0
45092,5.0
45093,3.0
45094,4.0
45095,3.0
45096,3.0
45098,5.0
45099,4.0
45100,1.0
45101,3.5
45102,3.0
45103,4.0
45104,2.0
45105,5.0
45106,2.0
45107,4.0
45108,3.0
45109,3.0
45110,5.0
45114,4.5
45115,4.0
45116,4.0
45117,4.0
45118,4.0
45119,5.0
45120,5.0
45121,3.0
45122,4.0
45124,3.5
45127,4.0
45128,3.0
45129,4.0
45130,4.0
45131,5.0
45132,3.0
45133,2.0
45134,3.5
45135,0.5
45136,4.0
45137,2.0
45139,4.0
45140,3.5
45142,4.0
45143,4.5
45145,3.5
45146,4.0
45147,5.0
45148,3.0
45149,3.5
45151,2.5
45152,4.5
45154,4.0
45155,3.5
45158,3.0
45159,3.5
45160,3.0
45161,5.0
45162,4.0
45164,2.5
45165,4.0
45166,4.5
45169,2.5
45170,3.0
45171,3.5
45172,4.0
45173,5.0
45174,4.0
45176,4.0
45177,5.0
45178,2.0
45179,2.0
45180,4.0
45181,4.0
45182,3.5
45184,5.0
45185,3.0
45186,4.0
45187,1.0
45188,5.0
45189,4.0
45190,3.5
45191,2.0
45192,3.0
45193,4.5
45194,3.0
45195,3.0
45197,5.0
45199,4.5
45200,4.0
45201,3.5
45202,4.0
45203,4.5
45204,4.0
45205,4.0
45206,2.0
45207,4.0
45208,4.0
45209,3.0
45210,4.0
45212,5.0
45215,2.0
45218,4.0
45219,5.0
45220,4.0
45221,4.0
45222,5.0
45223,2.0
45224,3.0
45225,3.0
45226,4.0
45227,5.0
45228,4.5
45229,1.5
45230,2.0
45231,2.5
45232,3.5
45234,5.0
45235,2.0
45236,4.5
45237,3.0
45238,4.0
45240,5.0
45241,5.0
45242,3.0
45243,4.5
45244,3.5
45245,4.0
45246,3.0
45247,0.5
45248,2.0
45249,3.5
45250,1.5
45251,2.0
45252,4.0
45253,2.5
45255,1.0
45257,3.0
45258,4.5
45259,1.5
45260,1.0
45261,3.5
45263,4.0
45264,4.0
45265,3.0
45266,3.5
45267,3.0
45269,5.0
45270,4.0
45271,4.5
45272,3.0
45273,4.0
45274,4.0
45275,3.0
45277,3.0
45280,3.5
45281,4.0
45282,5.0
45283,5.0
45288,5.0
45289,4.0
45290,4.0
45291,3.0
45292,4.0
45295,5.0
45296,4.5
45297,3.0
45299,3.0
45300,3.0
45301,4.0
45302,1.0
45303,4.0
45305,4.0
45306,5.0
45307,4.0
45308,3.5
45312,3.0
45313,1.5
45315,5.0
45317,3.5
45318,3.5
45319,5.0
45320,4.0
45321,3.5
45322,4.0
45323,4.0
45324,4.0
45325,3.0
45326,4.0
45327,4.0
45328,4.0
45329,3.0
45330,4.0
45331,4.5
45332,2.5
45333,5.0
45335,4.0
45336,5.0
45337,5.0
45339,3.5
45340,1.0
45341,4.0
45342,4.5
45343,4.0
45344,3.0
45346,4.0
45347,4.5
45348,3.5
45349,2.0
45350,3.0
45351,4.0
45352,4.0
45353,4.0
45354,3.5
45355,5.0
45356,3.0
45357,3.5
45358,3.5
45359,5.0
45360,3.0
45361,4.5
45362,2.0
45363,2.5
45365,2.0
45366,5.0
45367,5.0
45368,4.0
45369,4.0
45371,3.0
45372,4.0
45373,4.0
45374,3.5
45375,2.5
45376,2.0
45378,4.0
45379,3.0
45380,3.0
45381,3.0
45382,4.5
45383,3.0
45384,3.5
45385,4.0
45386,3.0
45387,2.0
45388,2.5
45389,4.5
45390,2.0
45393,4.0
45395,2.0
45396,4.0
45397,5.0
45398,4.0
45399,3.5
45402,4.5
45403,5.0
45405,3.0
45406,4.0
45407,5.0
45408,3.5
45409,3.0
45411,4.0
45412,4.0
45413,3.5
45414,5.0
45415,4.0
45416,4.0
45418,3.5
45419,5.0
45420,3.0
45421,3.5
45423,3.0
45425,3.0
45426,3.0
45428,4.5
45429,3.0
45430,4.5
45431,4.0
45432,3.0
45434,3.5
45435,1.0
45436,3.5
45437,4.5
45438,4.5
45440,3.5
45441,3.0
45442,3.0
45445,3.0
45447,3.0
45451,2.5
45453,3.5
45454,5.0
45455,4.0
45458,4.0
45459,3.0
45461,4.0
45462,4.0
45463,4.0
45464,2.0
45465,4.0
45467,3.0
45468,3.5
45469,5.0
45470,4.0
45471,5.0
45474,4.0
45475,4.0
45476,3.0
45477,2.0
45478,4.0
45479,2.5
45480,2.0
45481,3.0
45482,3.0
45483,5.0
45484,4.5
45485,4.5
45486,5.0
45487,4.0
45488,3.0
45491,1.0
45492,3.0
45493,4.0
45494,4.0
45495,3.0
45497,4.0
45498,5.0
45499,2.5
45500,2.0
45501,3.0
45503,5.0
45504,4.5
45505,3.5
45506,5.0
45507,4.0
45508,4.0
45510,2.0
45512,2.5
45513,2.0
45514,5.0
45515,1.5
45517,5.0
45518,4.0
45519,4.0
45520,4.5
45521,4.0
45522,4.0
45524,3.0
45525,4.0
45527,4.0
45529,3.5
45531,4.0
45532,5.0
45533,4.0
45534,5.0
45535,3.0
45537,3.0
45538,1.0
45539,4.0
45540,4.0
45541,2.0
45542,3.5
45543,3.0
45545,5.0
45546,4.0
45548,4.5
45549,4.0
45551,3.0
45552,4.0
45553,4.0
45554,2.5
45555,3.0
45556,3.0
45557,4.0
45558,3.0
45559,4.0
45560,4.5
45564,4.0
45565,2.0
45567,5.0
45568,4.5
45569,4.5
45570,5.0
45571,3.0
45572,2.0
45573,4.0
45574,4.5
45576,4.0
45577,5.0
45579,5.0
45580,2.0
45581,4.0
45583,3.0
45585,3.0
45587,4.0
45588,4.0
45589,4.0
45590,4.5
45591,5.0
45592,4.5
45593,4.5
45595,4.0
45596,4.0
45597,4.0
45598,3.5
45599,4.0
45600,5.0
45601,5.0
45602,5.0
45603,4.0
45605,5.0
45607,4.0
45608,2.0
45609,2.0
45610,5.0
45611,4.5
45612,3.0
45613,4.0
45614,2.5
45615,3.0
45616,3.0
45617,4.5
45620,3.0
45621,2.0
45622,2.0
45623,4.0
45624,3.0
45625,5.0
45626,3.0
45627,4.0
45628,4.0
45629,4.0
45630,5.0
45631,4.5
45632,1.5
45633,5.0
45634,5.0
45637,5.0
45638,2.5
45639,4.0
45640,5.0
45641,4.0
45642,4.0
45645,3.5
45646,3.0
45647,4.0
45649,4.0
45650,2.0
45651,2.0
45652,4.0
45653,3.5
45654,4.0
45655,5.0
45656,0.5
45657,3.0
45658,4.0
45659,4.0
45660,3.0
45662,1.0
45663,4.0
45664,2.0
45665,3.5
45666,4.0
45667,3.5
45668,3.0
45669,4.0
45670,4.0
45672,3.5
45673,3.0
45674,3.5
45675,3.0
45676,4.0
45679,4.5
45680,2.5
45681,4.0
45682,3.0
45683,2.0
45684,4.0
45685,4.0
45686,1.0
45687,1.0
45688,3.0
45690,4.5
45691,5.0
45692,3.0
45693,4.0
45694,4.0
45696,5.0
45697,3.0
45699,4.0
45701,1.0
45702,5.0
45703,3.0
45704,3.0
45705,5.0
45706,3.5
45707,3.0
45708,1.0
45709,2.0
45710,4.5
45712,4.0
45713,3.0
45714,2.0
45716,4.0
45717,3.0
45718,4.0
45720,5.0
45721,4.0
45722,4.0
45723,5.0
45724,3.0
45725,2.0
45726,3.0
45727,5.0
45728,1.5
45729,4.0
45731,4.0
45732,4.0
45733,4.0
45734,5.0
45736,1.5
45737,2.5
45738,2.5
45739,3.0
45742,3.0
45745,4.5
45746,5.0
45748,3.0
45749,3.5
45750,3.5
45752,5.0
45753,1.0
45754,4.5
45755,1.0
45756,3.0
45758,3.0
45759,2.0
45760,3.0
45761,4.0
45762,3.5
45763,2.0
45764,4.0
45765,3.5
45766,1.0
45767,3.0
45768,2.0
45769,3.0
45770,2.5
45771,4.0
45772,4.0
45773,5.0
45774,4.0
45775,4.0
45776,3.5
45777,4.0
45778,1.0
45779,3.0
45780,3.5
45781,2.5
45782,4.0
45783,3.5
45784,3.5
45785,3.0
45786,4.0
45787,4.0
45788,4.5
45789,2.0
45790,4.0
45791,2.5
45792,5.0
45793,3.5
45794,2.5
45795,3.0
45797,4.0
45798,3.0
45799,1.0
45801,3.5
45802,4.0
45803,4.0
45804,2.5
45805,3.0
45806,2.0
45807,5.0
45808,1.5
45811,3.0
45812,3.0
45813,3.0
45814,5.0
45815,5.0
45816,3.0
45817,2.5
45818,1.0
45819,3.0
45820,4.5
45821,3.5
45823,3.0
45824,2.0
45825,4.5
45826,4.0
45828,4.0
45830,4.0
45831,3.5
45832,5.0
45833,4.0
45834,3.5
45835,2.0
45837,2.0
45838,5.0
45840,4.0
45842,3.0
45843,3.5
45844,2.5
45845,4.0
45846,4.0
45847,5.0
45848,4.0
45851,4.0
45852,2.0
45853,4.5
45855,5.0
45857,4.0
45859,5.0
45860,5.0
45861,4.0
45862,4.0
45863,4.0
45864,3.5
45865,4.0
45866,3.0
45867,3.0
45868,3.0
45871,3.5
45873,3.0
45874,5.0
45876,3.0
45877,3.0
45878,4.0
45879,5.0
45880,5.0
45882,3.0
45883,3.0
45884,4.0
45885,3.0
45886,4.0
45887,3.5
45888,5.0
45889,4.5
45890,3.0
45892,5.0
45896,3.5
45897,3.0
45899,4.5
45900,2.0
45901,5.0
45902,3.0
45903,4.0
45905,5.0
45906,4.0
45907,5.0
45908,2.0
45909,4.0
45910,5.0
45911,1.0
45912,4.0
45913,4.0
45914,3.5
45915,2.5
45916,3.5
45918,5.0
45921,3.0
45923,3.5
45924,3.5
45925,3.5
45928,3.0
45929,3.5
45930,3.5
45932,3.5
45933,4.0
45934,2.0
45935,5.0
45936,4.5
45937,2.5
45938,3.0
45939,4.0
45940,3.0
45941,2.0
45942,3.5
45943,4.0
45944,4.0
45946,3.0
45947,4.0
45948,2.0
45950,4.0
45951,1.0
45953,4.5
45956,3.0
45957,5.0
45958,5.0
45959,2.0
45963,4.0
45964,2.0
45965,3.0
45966,4.5
45967,4.0
45968,4.0
45969,2.5
45970,5.0
45972,5.0
45973,5.0
45974,4.0
45975,2.5
45976,3.0
45977,4.0
45978,4.0
45979,2.0
45980,3.0
45981,3.5
45982,4.5
45983,3.0
45984,4.5
45986,3.0
45987,4.0
45988,3.0
45989,2.0
45990,2.0
45991,4.0
45994,3.0
45997,4.0
45998,5.0
45999,2.0
46002,3.5
46004,5.0
46005,5.0
46006,3.0
46007,1.0
46008,5.0
46009,5.0
46010,4.0
46011,3.0
46012,4.0
46013,3.5
46014,2.0
46016,1.0
46017,2.0
46018,4.0
46019,4.0
46020,3.0
46021,3.0
46022,5.0
46023,3.0
46024,2.0
46025,4.5
46026,5.0
46027,3.0
46028,3.5
46029,4.5
46030,4.0
46031,4.0
46032,4.5
46033,2.5
46034,4.0
46035,3.5
46036,4.0
46037,5.0
46038,2.5
46039,3.0
46041,5.0
46042,3.5
46043,3.0
46045,1.0
46046,2.5
46048,3.0
46049,2.0
46052,3.0
46053,2.5
46054,3.5
46056,4.0
46057,4.5
46058,4.0
46059,4.0
46060,5.0
46061,4.0
46062,4.0
46063,2.0
46065,4.0
46066,3.0
46069,4.0
46070,2.5
46071,3.0
46072,5.0
46073,4.0
46074,3.0
46076,3.0
46077,4.0
46078,3.0
46079,5.0
46080,3.5
46081,4.5
46082,4.0
46083,2.5
46084,3.5
46085,3.5
46086,5.0
46088,5.0
46089,5.0
46092,1.0
46093,3.5
46094,3.5
46095,2.5
46097,2.0
46098,4.0
46099,3.0
46100,3.0
46101,0.5
46102,3.0
46103,1.0
46105,4.0
46106,4.0
46107,3.5
46108,3.5
46111,4.5
46112,3.0
46113,3.5
46114,4.0
46115,3.0
46116,3.0
46117,3.0
46118,4.0
46119,5.0
46120,4.0
46121,4.0
46122,5.0
46124,4.0
46125,4.0
46126,4.0
46128,2.0
46129,3.0
46130,4.0
46131,3.5
46132,3.0
46133,2.5
46134,5.0
46135,2.0
46137,3.0
46138,2.0
46139,1.0
46140,3.0
46142,1.0
46143,4.5
46144,4.0
46147,4.0
46148,5.0
46149,2.5
46150,4.5
46151,2.0
46152,4.5
46153,3.0
46154,4.0
46155,3.0
46156,4.0
46157,4.0
46158,3.5
46159,3.0
46161,3.0
46162,3.0
46163,4.0
46164,3.0
46165,2.0
46166,4.5
46167,4.5
46168,3.5
46169,3.0
46170,2.0
46171,1.0
46172,0.5
46173,3.0
46175,2.0
46176,3.0
46177,3.0
46178,4.0
46180,3.0
46181,5.0
46182,3.5
46184,5.0
46185,5.0
46186,3.0
46187,3.0
46188,3.5
46190,4.0
46191,4.0
46192,3.5
46193,2.0
46194,1.0
46195,3.0
46196,1.0
46198,4.0
46199,3.0
46200,3.0
46201,4.5
46203,3.0
46205,4.0
46207,5.0
46208,5.0
46210,4.5
46211,3.0
46212,2.5
46213,5.0
46214,4.0
46216,4.5
46217,4.0
46219,4.0
46220,3.5
46221,3.0
46222,4.0
46224,4.0
46226,2.5
46227,4.5
46228,1.0
46232,3.0
46233,5.0
46234,4.0
46235,5.0
46236,2.0
46237,4.5
46238,5.0
46239,3.0
46240,3.0
46241,3.0
46242,5.0
46243,3.0
46245,4.0
46246,3.0
46247,3.0
46248,4.0
46249,2.0
46251,4.0
46252,3.0
46253,3.0
46254,4.0
46255,5.0
46256,3.0
46257,1.5
46258,5.0
46259,3.0
46260,4.0
46262,4.0
46263,3.0
46264,1.0
46265,3.0
46266,3.0
46267,5.0
46268,4.5
46269,5.0
46270,3.0
46272,3.5
46273,4.5
46274,3.0
46276,4.5
46277,5.0
46278,4.0
46279,5.0
46280,4.0
46281,2.0
46282,3.5
46283,4.0
46284,5.0
46285,3.0
46286,2.0
46287,3.0
46288,3.0
46289,4.0
46291,5.0
46292,4.0
46293,2.5
46294,3.0
46295,4.0
46296,4.0
46297,4.0
46298,4.5
46299,4.5
46300,3.5
46302,1.0
46303,4.5
46304,2.5
46305,3.0
46306,3.5
46307,4.0
46308,2.0
46309,4.0
46310,4.0
46312,1.5
46313,4.0
46314,3.5
46315,5.0
46316,5.0
46317,4.5
46318,4.0
46319,4.0
46320,5.0
46321,4.5
46322,4.0
46323,3.5
46324,2.0
46325,4.0
46326,4.0
46327,4.0
46328,4.0
46329,4.0
46330,4.0
46331,1.0
46332,1.0
46333,4.5
46334,4.0
46335,4.0
46336,5.0
46337,3.0
46338,3.0
46340,4.0
46341,5.0
46342,3.0
46343,3.0
46344,4.0
46345,5.0
46346,3.0
46347,3.0
46348,1.0
46349,3.0
46350,4.0
46351,4.0
46352,4.5
46353,4.5
46354,3.0
46356,3.0
46358,4.5
46360,3.0
46361,3.0
46362,5.0
46363,4.0
46364,3.5
46365,3.5
46367,4.0
46368,4.0
46369,4.0
46370,3.0
46371,4.0
46372,3.0
46374,3.0
46375,3.5
46376,4.0
46377,3.0
46378,4.0
46379,2.0
46381,4.0
46382,3.5
46383,2.0
46384,4.5
46385,3.0
46386,3.0
46387,3.5
46388,4.5
46390,4.5
46392,3.5
46393,4.5
46394,3.5
46395,5.0
46396,3.0
46398,3.0
46399,3.0
46400,2.0
46401,5.0
46402,3.5
46403,4.0
46404,4.0
46405,3.5
46406,3.0
46407,3.0
46408,3.0
46409,0.5
46410,3.0
46411,4.0
46415,4.0
46417,2.5
46419,5.0
46420,3.0
46422,4.0
46423,4.0
46424,2.0
46425,5.0
46426,4.0
46427,4.0
46428,2.5
46429,4.0
46430,4.0
46431,5.0
46432,5.0
46433,5.0
46434,2.5
46438,2.0
46439,4.0
46441,3.0
46442,4.0
46444,2.0
46445,3.0
46446,3.0
46447,4.5
46448,3.5
46450,4.5
46451,5.0
46452,4.0
46453,3.5
46456,2.0
46457,2.5
46459,4.0
46460,4.0
46461,3.0
46463,4.0
46464,3.5
46465,5.0
46466,3.0
46467,3.5
46469,4.0
46470,4.0
46471,5.0
46472,4.0
46474,3.0
46475,4.0
46477,3.0
46478,3.0
46479,3.5
46480,4.0
46481,2.5
46482,1.0
46483,4.0
46484,4.0
46485,3.0
46486,2.5
46487,5.0
46488,2.5
46490,3.0
46493,4.0
46494,5.0
46495,4.0
46496,1.0
46497,4.0
46498,5.0
46499,4.0
46501,4.0
46502,2.5
46503,4.0
46504,4.0
46506,4.0
46507,4.5
46509,2.0
46510,1.0
46511,4.0
46512,5.0
46513,4.5
46514,3.0
46515,4.0
46516,2.5
46517,4.0
46518,4.0
46519,4.0
46520,3.0
46521,4.0
46522,5.0
46523,5.0
46524,4.0
46525,5.0
46527,3.0
46528,4.0
46529,3.0
46530,3.0
46532,4.0
46533,4.0
46535,1.5
46538,3.0
46539,2.5
46541,3.5
46542,3.0
46545,4.0
46546,3.5
46547,3.0
46548,0.5
46549,3.5
46550,1.5
46551,4.0
46552,4.0
46553,3.0
46554,3.0
46555,3.5
46556,4.5
46559,3.5
46561,5.0
46562,2.0
46563,1.5
46564,4.0
46566,4.0
46567,5.0
46568,4.0
46569,2.5
46570,5.0
46571,5.0
46572,5.0
46573,3.0
46574,3.0
46575,1.5
46577,4.0
46579,4.0
46580,4.0
46582,3.0
46583,3.0
46584,4.0
46585,3.5
46586,4.0
46587,4.5
46588,4.0
46589,5.0
46591,5.0
46592,3.0
46594,2.0
46595,3.5
46596,5.0
46597,3.5
46598,3.0
46599,5.0
46602,5.0
46603,4.0
46604,3.5
46605,3.0
46606,5.0
46608,3.0
46609,4.0
46610,4.0
46611,4.0
46612,3.5
46614,4.0
46615,4.0
46617,2.5
46619,4.5
46623,3.0
46624,2.0
46625,4.0
46626,4.0
46627,2.5
46628,4.0
46629,3.0
46630,2.5
46632,2.5
46633,3.0
46634,3.0
46635,4.5
46637,4.0
46638,3.5
46639,5.0
46640,1.0
46641,4.0
46642,5.0
46644,4.5
46645,3.0
46646,4.0
46647,2.0
46648,3.0
46649,4.0
46650,4.5
46651,3.5
46653,4.5
46654,5.0
46655,3.5
46656,3.0
46658,5.0
46659,5.0
46660,5.0
46661,4.0
46662,4.0
46663,4.5
46664,3.0
46665,4.0
46666,4.0
46667,3.5
46668,4.0
46669,2.0
46670,3.0
46671,1.0
46672,4.0
46673,5.0
46674,3.0
46675,5.0
46676,2.5
46677,4.0
46678,3.0
46679,3.0
46680,4.0
46681,4.0
46682,3.0
46683,3.0
46685,4.0
46686,5.0
46687,4.5
46689,2.0
46690,2.0
46691,3.5
46692,3.0
46694,5.0
46695,1.5
46697,2.5
46698,3.0
46699,5.0
46701,4.0
46702,4.0
46703,4.5
46705,3.0
46708,3.0
46709,3.0
46710,3.0
46711,3.5
46712,4.5
46713,4.0
46714,4.5
46715,4.0
46716,1.0
46717,3.0
46718,5.0
46720,5.0
46721,4.5
46722,5.0
46723,4.0
46724,4.0
46725,4.0
46726,4.0
46727,5.0
46728,1.0
46729,5.0
46730,2.0
46731,4.0
46732,3.0
46733,3.0
46734,2.5
46735,4.0
46736,5.0
46737,3.5
46738,4.0
46739,4.0
46740,3.5
46741,5.0
46742,4.5
46743,3.0
46744,4.5
46745,4.0
46746,4.0
46748,3.5
46750,4.0
46751,4.0
46752,4.0
46754,3.0
46755,4.0
46757,2.0
46758,2.0
46760,3.5
46761,3.0
46762,3.5
46763,3.5
46765,3.0
46766,5.0
46767,5.0
46768,5.0
46769,3.5
46770,2.5
46771,5.0
46772,3.5
46774,3.0
46775,3.0
46777,3.0
46778,2.5
46779,2.0
46780,4.0
46781,3.0
46782,5.0
46783,4.0
46784,3.5
46785,5.0
46786,4.0
46787,3.5
46788,2.0
46789,2.0
46790,3.0
46791,2.0
46792,3.0
46794,4.0
46795,5.0
46796,4.0
46797,5.0
46798,3.0
46799,4.0
46800,5.0
46801,4.0
46802,2.5
46804,5.0
46805,3.0
46806,4.0
46809,4.0
46811,2.0
46812,4.0
46814,3.5
46815,2.5
46816,3.0
46818,3.0
46819,2.5
46820,3.0
46821,5.0
46822,3.0
46823,5.0
46824,2.5
46825,2.5
46826,3.0
46827,4.0
46828,5.0
46829,3.0
46830,4.0
46831,4.0
46832,4.0
46833,4.0
46834,4.0
46835,3.0
46836,1.0
46839,3.5
46840,4.0
46843,1.5
46844,2.0
46845,4.5
46846,3.0
46848,3.0
46849,5.0
46850,5.0
46852,4.0
46853,5.0
46855,5.0
46856,4.0
46857,5.0
46858,3.5
46859,5.0
46862,5.0
46863,5.0
46864,1.5
46865,4.0
46866,4.5
46869,2.5
46870,4.0
46871,3.5
46872,3.5
46873,4.5
46875,3.0
46876,5.0
46877,4.0
46878,4.0
46880,4.0
46881,3.0
46882,3.5
46883,3.5
46884,3.0
46885,5.0
46886,4.5
46887,2.5
46888,3.5
46889,4.0
46891,5.0
46892,4.5
46893,4.0
46894,3.5
46895,4.5
46896,3.0
46897,4.0
46898,5.0
46899,4.0
46900,3.5
46902,2.0
46903,5.0
46905,4.0
46906,1.0
46907,4.0
46910,5.0
46911,4.0
46912,3.0
46913,5.0
46914,4.0
46915,5.0
46916,1.0
46917,1.0
46918,3.5
46919,5.0
46920,4.0
46921,3.0
46922,2.0
46926,3.5
46927,3.0
46929,4.5
46930,4.0
46931,3.0
46932,4.0
46933,4.0
46934,2.5
46935,1.5
46936,4.0
46937,4.0
46938,4.0
46939,1.0
46940,3.0
46942,1.5
46943,3.0
46945,1.0
46947,4.0
46948,4.0
46949,4.0
46950,3.5
46951,3.0
46952,5.0
46953,3.5
46954,4.5
46955,5.0
46956,4.0
46957,4.0
46958,2.5
46959,3.0
46961,5.0
46962,3.5
46963,3.0
46964,3.5
46965,2.5
46966,4.0
46967,3.0
46968,2.0
46969,5.0
46970,2.0
46974,3.5
46975,4.0
46977,2.0
46978,4.0
46979,3.0
46980,3.0
46981,4.5
46982,3.0
46983,4.0
46984,4.0
46986,4.0
46987,1.0
46988,5.0
46990,4.5
46991,3.0
46992,3.0
46994,4.0
46995,2.0
46996,5.0
46997,4.0
46998,4.0
46999,3.0
47000,1.0
47001,4.0
47002,4.0
47003,4.0
47004,3.0
47005,5.0
47006,1.0
47007,3.0
47009,5.0
47010,4.0
47011,4.0
47012,3.0
47013,3.0
47014,4.5
47015,3.0
47016,4.0
47018,3.5
47019,5.0
47020,4.0
47021,4.0
47023,5.0
47024,2.0
47026,4.0
47028,3.0
47030,4.0
47031,4.0
47033,4.0
47035,4.0
47036,2.0
47037,3.0
47038,5.0
47039,5.0
47040,4.0
47042,3.0
47043,5.0
47044,4.0
47046,1.0
47048,1.5
47050,4.0
47051,3.5
47052,4.0
47054,3.0
47057,4.0
47059,4.0
47060,4.0
47062,4.0
47063,2.5
47065,4.0
47066,3.5
47067,2.0
47068,5.0
47069,4.0
47070,2.5
47071,5.0
47072,4.5
47073,5.0
47074,4.0
47075,2.0
47076,2.5
47077,3.0
47078,1.0
47079,3.5
47081,4.0
47082,4.0
47083,4.5
47084,5.0
47085,3.0
47086,4.0
47088,3.0
47092,2.0
47093,2.0
47094,1.5
47095,3.0
47097,4.0
47098,2.5
47099,3.0
47100,2.0
47101,1.0
47102,3.0
47103,3.0
47104,3.0
47105,4.5
47106,4.5
47107,1.0
47109,4.0
47112,4.0
47113,5.0
47114,3.5
47116,3.5
47117,4.0
47118,2.0
47120,4.5
47122,5.0
47123,4.5
47124,3.0
47125,4.0
47126,4.0
47127,3.5
47128,5.0
47129,4.5
47130,4.0
47131,4.5
47132,4.5
47134,5.0
47136,2.0
47137,3.0
47139,3.5
47142,4.0
47143,3.5
47145,2.0
47146,3.5
47147,4.0
47150,5.0
47151,3.0
47152,3.0
47153,3.0
47154,4.0
47156,1.0
47157,3.0
47161,4.0
47162,5.0
47163,3.5
47164,4.0
47166,5.0
47167,2.0
47169,0.5
47170,3.0
47171,5.0
47172,5.0
47173,2.0
47174,2.0
47175,3.5
47176,5.0
47177,4.0
47178,4.0
47179,3.0
47180,4.5
47181,4.5
47183,3.0
47184,3.0
47185,3.0
47186,2.0
47188,3.5
47191,3.0
47192,3.5
47193,5.0
47194,3.0
47195,2.0
47196,4.0
47197,4.0
47198,4.0
47200,3.0
47201,4.0
47202,4.5
47203,3.0
47204,2.5
47205,2.5
47206,5.0
47207,3.5
47208,5.0
47209,4.0
47210,4.0
47211,4.0
47212,4.0
47214,3.0
47215,5.0
47216,3.0
47217,4.0
47218,4.5
47219,3.5
47221,4.0
47222,4.0
47223,3.0
47224,5.0
47226,3.0
47227,3.0
47228,5.0
47230,4.0
47232,3.0
47234,3.0
47236,5.0
47237,3.0
47238,4.0
47239,5.0
47240,3.0
47241,5.0
47242,3.0
47243,3.0
47245,5.0
47246,3.5
47247,3.0
47248,3.0
47249,5.0
47250,3.0
47253,1.0
47254,4.0
47255,4.0
47256,3.0
47257,3.0
47259,3.5
47260,4.0
47261,5.0
47262,4.5
47263,4.0
47264,2.5
47265,4.0
47267,3.5
47268,3.0
47269,2.0
47270,2.0
47271,3.0
47272,4.0
47273,3.0
47274,3.0
47275,5.0
47276,2.0
47278,5.0
47279,1.0
47281,4.0
47282,4.0
47284,3.5
47285,5.0
47286,4.5
47288,3.0
47289,4.5
47290,4.0
47292,4.0
47294,3.0
47295,3.0
47297,4.0
47298,3.0
47299,2.5
47300,2.5
47302,5.0
47303,5.0
47304,2.0
47306,2.0
47307,3.5
47308,4.0
47309,4.0
47310,4.0
47313,1.0
47314,3.0
47315,3.5
47316,3.0
47317,0.5
47318,3.0
47319,5.0
47320,4.0
47321,4.0
47322,4.0
47323,4.0
47325,3.0
47327,2.0
47328,2.5
47329,4.5
47330,3.5
47332,3.0
47333,1.5
47334,3.0
47336,4.0
47338,4.5
47339,2.0
47340,5.0
47343,5.0
47344,4.0
47345,3.0
47346,5.0
47347,4.0
47348,2.0
47349,3.0
47350,3.5
47351,5.0
47353,3.0
47354,5.0
47356,4.0
47357,3.5
47358,4.0
47359,3.5
47360,3.5
47361,4.5
47362,3.5
47363,4.5
47364,2.0
47365,3.0
47366,4.5
47367,5.0
47368,4.0
47369,3.5
47370,3.5
47371,2.0
47372,1.0
47373,4.0
47374,3.5
47375,4.0
47377,3.5
47378,4.0
47380,4.0
47382,3.0
47383,4.0
47384,3.0
47385,4.0
47386,4.5
47387,4.0
47388,4.0
47389,1.0
47390,3.5
47391,3.0
47392,3.0
47393,3.5
47394,4.0
47395,0.5
47396,1.0
47397,4.5
47398,3.0
47399,5.0
47400,4.5
47401,4.0
47402,3.0
47403,2.0
47404,2.0
47405,4.5
47406,4.5
47408,3.0
47409,5.0
47410,3.0
47411,4.5
47412,4.0
47413,3.0
47415,4.0
47417,2.0
47418,3.5
47419,3.5
47420,4.0
47421,4.0
47422,4.0
47423,2.0
47425,3.0
47427,5.0
47428,3.0
47429,3.5
47431,5.0
47432,4.0
47434,4.0
47435,5.0
47436,3.0
47437,5.0
47438,4.0
47439,5.0
47440,3.5
47441,1.0
47442,5.0
47444,3.0
47445,4.0
47447,3.0
47448,4.5
47449,3.0
47450,4.0
47451,4.0
47452,3.0
47453,5.0
47454,3.0
47455,2.5
47456,0.5
47457,4.5
47458,2.5
47459,4.0
47463,4.5
