,user,movie
53959,635,25087
53960,2735,432
53961,103,7312
53963,285,92
53964,3379,7077
53965,2868,16292
53966,3449,3057
53968,404,11532
53970,383,1602
53971,964,37612
53972,957,777
53974,544,12412
53975,2350,11052
53976,404,8037
53977,2315,4282
53978,3078,572
53979,2770,2622
53980,2350,3407
53981,2728,10822
53983,1580,842
53984,1125,16057
53985,453,2997
53986,2364,8647
53988,3225,4907
53989,1307,417
53990,747,5522
53992,544,4107
53994,1300,17002
53995,117,8552
53996,2665,3092
53998,4205,1367
53999,278,2197
54000,3575,6407
54001,1426,13377
54002,124,25322
54003,873,6902
54004,1615,4672
54005,404,2942
54006,544,9402
54007,236,122
54008,1881,39102
54009,383,5747
54011,3015,122
54012,362,14757
54014,383,5757
54015,1139,23152
54016,341,16072
54017,1013,7117
54019,971,4077
54020,4086,1842
54021,1230,10622
54023,2343,23562
54024,600,1182
54025,1265,2407
54026,3603,47
54027,3953,1262
54028,26,14167
54029,740,8347
54030,453,612
54031,334,57
54032,82,32387
54033,404,7382
54034,1398,242
54035,3890,1262
54036,2245,3797
54037,1440,20727
54038,285,342
54039,1153,6482
54040,3141,4617
54041,341,13447
54042,320,2622
54043,4681,4582
54044,2875,3612
54045,2448,28582
54046,1083,17
54047,2616,11867
54048,1524,3957
54049,82,30892
54051,4471,697
54052,2966,592
54054,2329,582
54055,740,3552
54056,3351,26607
54057,82,5897
54058,922,6587
54059,656,10997
54060,3967,5112
54062,75,26012
54063,383,5172
54064,656,1172
54065,271,4102
54067,82,40447
54068,873,26052
54070,4282,2567
54071,19,847
54072,341,11262
54073,936,1387
54074,1629,9297
54075,1825,4822
54077,1146,3457
54081,439,18352
54082,341,15652
54084,1125,44802
54085,1069,1592
54086,2077,427
54088,2539,4002
54089,712,19712
54091,502,26792
54092,271,23202
54093,1293,42297
54095,3225,2017
54096,327,41257
54098,1825,5482
54100,2385,26552
54101,208,87
54102,957,28142
54103,1258,6127
54105,2399,5077
54106,3617,4282
54108,712,23072
54109,495,3682
54110,3568,4642
54111,4163,9017
54113,12,6637
54115,2210,11012
54117,2553,34547
54118,572,13827
54119,257,9072
54120,1909,37707
54121,2385,5982
54123,817,12782
54124,558,4692
54125,1111,5107
54127,3232,4812
54128,3386,4382
54129,2742,927
54130,614,302
54131,873,7117
54132,3323,7892
54133,26,10462
54135,4205,3262
54136,159,2262
54138,3309,3217
54139,2371,11552
54142,96,292
54143,467,17767
54144,75,1742
54145,3855,7827
54146,82,14032
54147,2238,3947
54150,1615,6582
54151,747,3132
54152,873,10412
54154,341,10522
54155,3288,14732
54156,2525,822
54157,2672,9877
54158,2245,9017
54159,383,347
54160,2133,2827
54161,1426,1172
54162,1300,16542
54164,201,2407
54165,873,15687
54166,201,1062
54167,1048,10617
54168,208,2517
54169,607,17002
54170,2973,10807
54171,404,9897
54172,3351,1047
54175,3967,4147
54176,236,6537
54177,355,582
54178,4170,4912
54179,845,4742
54180,2028,2622
54181,1104,9512
54183,607,252
54184,75,4812
54185,439,19987
54186,201,8222
54187,1426,3067
54189,2287,4707
54190,922,7097
54191,75,1222
54192,404,33722
54193,1426,4007
54196,3029,5967
54199,124,39602
54200,2287,1967
54201,502,22527
54202,3813,1217
54203,922,26947
54205,495,11117
54206,2693,10892
54207,908,6977
54208,12,4147
54209,1839,1967
54210,2315,187
54211,201,4082
54212,2805,882
54213,558,36512
54214,908,3787
54215,621,1612
54216,2665,2602
54217,467,1627
54218,264,5632
54220,1286,17337
54221,2021,1672
54222,2945,3417
54224,1685,7437
54225,208,6562
54226,383,3217
54227,355,5172
54228,278,967
54229,257,2352
54230,1524,10177
54231,19,16392
54232,523,907
54233,2189,3977
54234,19,7637
54236,285,4517
54237,2546,18242
54239,1531,4812
54242,1622,1907
54243,3120,1297
54244,1468,36932
54245,1223,547
54246,285,11802
54247,4310,4862
54248,2441,2367
54249,404,3212
54250,684,9657
54251,1972,22647
54252,2084,3032
54253,3134,672
54255,1762,18587
54257,3855,4617
54258,887,3862
54259,82,26147
54260,110,12027
54261,1440,7837
54262,1811,4637
54263,537,3417
54264,2735,4367
54265,635,9517
54266,698,2462
54267,747,40987
54268,908,2032
54269,404,13802
54270,201,42222
54271,1657,10272
54272,40,3277
54273,439,3057
54274,131,33437
54275,3057,40972
54276,782,12847
54277,3106,32402
54278,152,17152
54279,663,15657
54280,1790,4582
54281,3610,12352
54283,1251,31677
54284,3071,22047
54286,2133,7822
54287,873,6952
54288,1405,592
54289,565,3862
54290,2077,13332
54291,1216,952
54293,201,14732
54295,1909,6267
54296,1111,6902
54297,306,12717
54298,1440,10312
54299,3729,2477
54300,19,7057
54301,82,5017
54302,3883,1547
54303,3001,6882
54305,341,36477
54306,3498,592
54307,320,2632
54308,152,697
54309,1223,1092
54310,194,2992
54311,3141,1907
54312,2532,2622
54313,222,362
54314,2798,1347
54315,243,8167
54317,1545,72
54318,1265,13947
54319,747,6982
54320,2595,912
54321,4163,5297
54325,1699,28297
54326,1125,117
54327,1146,11317
54328,1832,6447
54329,1671,2342
54331,446,19792
54333,754,1647
54334,1279,5107
54335,971,6832
54336,292,15672
54337,1874,1292
54338,292,2402
54341,334,2082
54342,1916,2357
54343,957,7797
54344,89,19407
54347,3302,1347
54348,1909,2132
54349,2826,1192
54350,1041,3277
54351,2371,4262
54352,383,2437
54353,75,2627
54355,2287,15022
54357,3421,3192
54358,390,28857
54359,2182,14952
54360,2854,1262
54361,698,8537
54362,3925,11867
54364,1419,11607
54365,2315,16052
54367,2588,13617
54368,1202,1382
54369,1041,4042
54371,82,38632
54372,481,1962
54373,75,402
54374,2532,40327
54375,1251,17892
54376,110,2217
54379,2070,3457
54381,1405,13857
54382,75,7077
54383,1300,2037
54384,2665,3652
54385,348,662
54386,873,1682
54387,285,592
54388,1895,3537
54389,4380,6462
54390,873,1372
54392,12,787
54394,201,11522
54395,271,23632
54396,831,2632
54398,1545,1872
54399,880,557
54400,1041,10237
54401,824,3792
54402,2007,2667
54403,1440,882
54404,1426,10587
54405,110,13127
54406,180,42092
54407,1300,14237
54408,1538,5447
54409,2889,8317
54410,964,5897
54411,1006,13977
54412,1111,5472
54414,1811,6952
54415,383,7407
54416,75,45322
54417,1055,3057
54418,2770,12367
54419,1167,10517
54421,1790,20502
54422,845,4522
54423,411,1192
54425,439,7732
54426,264,617
54427,96,192
54428,537,5907
54430,12,16397
54431,96,7952
54432,1377,527
54433,2189,1737
54435,3323,3062
54437,1013,1112
54438,1783,11742
54439,677,542
54440,2819,1547
54441,194,16622
54443,677,3172
54444,1195,10177
54445,75,26707
54446,2378,9092
54447,1426,2057
54448,278,5407
54450,824,14712
54452,2805,4112
54453,2427,297
54454,2588,3762
54456,1034,2597
54457,488,13332
54458,2021,2197
54459,747,1517
54460,1048,14612
54461,677,2752
54462,873,8997
54463,789,692
54467,19,5827
54468,404,6912
54469,467,5727
54470,3561,11557
54471,747,20792
54472,1069,5327
54473,712,1292
54474,621,1597
54475,1349,122
54476,2280,6497
54477,3190,26962
54478,12,26757
54479,110,3407
54480,3708,7772
54481,3190,6592
54482,446,642
54483,180,9852
54484,635,30227
54485,12,5302
54486,110,4257
54487,915,12362
54488,243,687
54490,635,15772
54491,936,17087
54492,838,15517
54493,75,12132
54494,75,7827
54495,1734,20492
54496,1209,707
54498,96,362
54500,3603,5112
54502,2378,11732
54503,383,9127
54504,2189,10802
54506,2357,4302
54507,201,14212
54508,404,3342
54509,313,9442
54510,89,21117
54511,782,11757
54512,628,2312
54513,460,417
54514,1279,802
54515,2175,14232
54517,306,13482
54518,1216,15027
54519,264,4172
54520,971,8472
54521,383,25922
54523,383,13117
54524,82,27557
54525,1146,2312
54526,320,23867
54527,3134,2017
54528,2147,2017
54529,1762,2727
54530,313,24737
54531,4317,30782
54532,1244,2342
54533,4023,747
54535,1223,882
54537,873,29037
54539,180,4697
54541,1083,527
54542,537,3842
54543,1972,2112
54544,264,9047
54545,19,8112
54546,1062,797
54547,726,1477
54548,2252,2857
54550,2511,15017
54551,1790,6717
54553,3288,2852
54554,313,34777
54555,1531,11222
54556,2119,1547
54557,3372,417
54558,201,17677
54559,1055,2657
54561,4352,6122
54562,964,16432
54563,1223,1452
54565,1153,3797
54566,285,13117
54567,3484,32307
54568,1839,2082
54570,75,27497
54571,845,14402
54572,873,28622
54573,19,3082
54575,1559,557
54576,894,9042
54577,236,5807
54578,1671,15807
54579,2126,6297
54580,2980,832
54581,1279,41367
54582,229,8217
54583,152,6587
54585,2728,2997
54588,173,257
54589,2357,18772
54590,152,342
54591,747,37017
54593,4268,1062
54594,2665,5327
54595,1202,532
54596,544,8152
54597,1055,10677
54599,75,3402
54600,320,15352
54602,467,16537
54603,1328,4757
54604,82,27372
54605,75,32342
54606,614,1172
54608,1734,44687
54609,1468,20287
54610,873,7262
54611,89,7652
54612,3820,672
54613,565,3947
54614,754,9047
54615,2532,10662
54616,1286,2947
54617,82,26432
54619,908,16542
54620,908,8042
54621,1825,3762
54622,1013,1372
54623,82,33102
54624,110,2057
54626,1825,1182
54627,3001,792
54628,2945,7052
54629,782,4952
54630,1706,10202
54631,2735,2922
54632,4338,3177
54633,1643,12952
54634,110,3517
54636,1293,23092
54637,782,16407
54639,320,22507
54640,1440,39807
54641,3267,417
54642,3953,8882
54643,1734,41147
54644,1685,5487
54645,1272,11117
54647,1734,35092
54648,642,6692
54649,1006,16622
54650,4170,452
54651,320,10177
54652,1342,3787
54653,1300,14657
54654,418,642
54655,327,12827
54656,1041,3952
54658,4247,7177
54660,1909,802
54662,586,1232
54663,1132,41797
54664,2560,567
54665,2448,4137
54666,3358,3962
54667,1468,2467
54668,383,187
54669,1468,11302
54671,460,19172
54672,1104,4082
54673,82,67
54674,1461,25537
54675,894,5447
54677,1797,4162
54678,1706,262
54682,1258,1387
54683,936,9402
54684,1650,3642
54686,152,3462
54687,635,39767
54688,1153,10807
54689,404,12987
54690,537,6587
54691,2532,41892
54692,551,547
54693,530,30802
54695,873,10797
54696,96,20847
54697,782,3217
54698,1041,10172
54699,1111,10932
54700,89,41492
54701,61,19157
54702,4044,952
54703,19,13072
54705,320,20262
54706,285,7302
54707,82,12142
54708,1440,15732
54709,2385,9112
54710,698,13712
54712,1832,572
54714,1650,12892
54716,2462,1747
54717,96,16257
54719,1587,4082
54720,1468,87
54722,3855,1532
54723,810,1667
54725,152,11757
54727,12,10882
54729,3071,6427
54731,2259,2217
54732,922,11442
54733,1559,832
54734,2490,24097
54735,2084,1202
54736,565,18222
54738,1132,5042
54739,2378,957
54740,537,12382
54742,1587,7002
54743,1748,11607
54744,810,2827
54745,2672,5697
54746,1146,4327
54748,1524,2587
54750,82,4727
54751,635,30107
54752,1398,57
54753,180,29697
54754,1790,7707
54755,1230,2447
54756,3274,7152
54757,208,32022
54758,82,1442
54759,96,9497
54762,208,10177
54763,1251,2952
54765,110,427
54766,1727,5447
54767,705,5197
54768,96,6987
54769,824,6167
54770,1349,2972
54772,1468,28072
54773,96,792
54775,2553,4522
54776,2553,10692
54777,264,3067
54779,614,35087
54780,894,16997
54782,1426,16562
54783,684,9987
54784,264,12047
54785,831,17672
54786,110,6062
54787,1790,5782
54788,810,332
54789,936,967
54790,3267,3652
54791,1132,4052
54792,3071,877
54793,320,31982
54794,4541,2997
54795,299,1397
54796,558,1892
54798,222,187
54799,264,1547
54801,1405,2572
54802,439,20332
54803,2007,17662
54804,1181,1232
54805,12,17532
54806,187,24857
54807,782,2117
54808,439,18952
54812,964,31747
54813,761,7262
54815,75,9342
54816,1783,7132
54817,2497,1172
54818,481,33642
54819,908,4497
54820,1146,10207
54821,1440,12012
54823,3428,722
54824,271,1172
54826,3127,112
54827,362,11937
54828,1615,10057
54829,600,2017
54830,698,14192
54831,1132,6152
54833,1293,29807
54834,1237,17922
54835,2945,4187
54836,299,5067
54838,2245,227
54840,3001,8502
54841,264,777
54843,544,5917
54844,1258,19717
54845,257,25282
54846,61,652
54847,635,3592
54849,747,29752
54850,2868,1482
54851,894,17417
54854,1909,1182
54855,964,4437
54857,1076,15957
54858,4268,9782
54859,4317,502
54861,2448,10752
54863,341,18892
54864,712,16762
54865,152,192
54866,754,14092
54867,3834,1337
54868,1545,18372
54870,964,1972
54871,3323,8552
54872,257,13127
54873,705,1177
54875,649,3217
54876,782,7882
54877,2595,4677
54879,4422,3852
54880,922,402
54881,1300,13552
54882,4338,6547
54883,3505,372
54886,936,3387
54887,1426,9322
54888,3078,3792
54889,2021,1632
54890,1825,1567
54891,1566,4707
54893,565,36517
54894,1426,22517
54895,341,9237
54896,1153,37127
54897,698,14667
54898,2903,3527
54899,2616,2107
54900,3974,337
54901,1727,24987
54902,404,21312
54904,82,24352
54905,75,26337
54906,404,18637
54907,3764,677
54909,180,24447
54911,1111,4837
54912,3274,15442
54913,376,14092
54914,1566,1427
54915,1125,1427
54916,1426,1402
54917,1538,2117
54918,873,35452
54920,1825,44632
54921,1349,5447
54923,1216,1842
54926,1916,2372
54927,4261,27122
54928,3330,22257
54929,3519,4622
54930,2098,967
54931,614,4737
54932,194,21912
54933,404,2552
54934,3722,4052
54935,89,6917
54936,635,11197
54937,439,3067
54938,810,5917
54939,3757,5587
54941,4317,19612
54942,1426,4227
54943,614,7782
54944,1426,19762
54945,404,20582
54946,2028,2312
54947,376,1172
54948,3764,3547
54950,2770,987
54952,383,537
54954,306,4737
54955,740,8812
54956,124,24667
54957,2077,7692
54958,481,2327
54959,873,18002
54960,936,9077
54961,1426,15182
54962,1797,1182
54963,1755,11747
54964,1713,13092
54965,1587,722
54966,1734,4522
54967,1153,2127
54968,2532,33482
54969,873,6882
54971,2364,952
54972,1510,20027
54973,2406,1802
54975,1615,4697
54976,2686,3792
54977,124,6537
54978,1258,497
54980,1426,172
54981,621,1367
54982,747,9042
54984,1230,10707
54985,4065,6402
54986,3652,912
54987,964,20652
54988,635,532
54989,1650,12332
54991,747,27437
54992,2217,3157
54993,964,5297
54994,1839,4082
54995,341,2862
54996,404,30962
54997,845,2812
54998,1895,11867
54999,3540,1347
55001,103,292
55002,1944,12957
55003,1783,16352
55004,1153,6707
55006,1104,1232
55007,1132,13282
55008,852,372
55009,75,43552
55010,3113,3902
55012,355,2377
55013,1006,4802
55015,2140,252
55016,957,3062
55017,684,2782
55020,1279,5482
55021,971,15672
55023,2868,6692
55024,1125,12662
55025,2315,10952
55026,2189,4617
55027,2252,4282
55028,75,2377
55029,1300,14122
55031,1874,4912
55032,2000,987
55033,1286,17767
55034,558,2117
55035,1496,18077
55036,1076,3167
55037,1545,7262
55038,3036,272
55040,3225,882
55041,201,8542
55042,1559,4327
55043,26,2202
55045,54,8467
55046,537,1072
55047,4289,5897
55048,1041,5817
55049,2343,2017
55050,12,2792
55051,1615,5082
55052,2378,10607
55053,1111,12422
55054,1321,32762
55055,4002,102
55056,3372,1672
55059,1209,592
55061,789,6912
55062,75,8337
55063,1538,3477
55064,1013,7687
55065,3568,12422
55066,1426,352
55067,3883,19957
55069,831,332
55070,481,7252
55073,614,13637
55074,1545,13997
55075,306,2112
55076,1202,1172
55077,747,1292
55078,1531,14572
55079,1426,32042
55080,124,15272
55081,3225,17
55083,4156,1627
55084,1615,5062
55087,306,11887
55088,2763,4912
55089,2154,17
55090,964,3472
55092,747,8237
55094,320,33142
55095,3456,1407
55096,2392,4862
55097,614,1277
55098,1328,952
55099,684,6342
55100,2133,2997
55101,75,1802
55102,1160,1877
55103,61,5162
55104,607,7802
55106,180,6527
55107,3190,1517
55108,201,18452
55109,1797,852
55110,908,10367
55111,1237,5552
55112,3393,2502
55114,222,14077
55116,2511,26322
55118,3456,1197
55119,1426,1347
55120,866,7152
55121,1006,40862
55122,1013,17857
55124,1447,14992
55126,201,9647
55127,2042,5972
55129,404,15937
55130,2196,3947
55131,719,3957
55133,873,14592
55134,1041,10927
55135,1426,22032
55136,3372,9672
55137,3820,36792
55138,3589,2057
55139,1258,7367
55140,1832,1062
55141,3645,4282
55142,1300,25537
55143,537,3452
55144,82,35497
55145,1937,357
55146,3267,11772
55149,257,21177
55152,2238,13697
55153,3281,297
55154,201,9692
55155,915,18597
55156,313,12712
55157,299,25602
55158,439,3537
55160,264,4122
55161,677,122
55162,1853,19157
55163,187,17572
55164,306,25252
55167,439,19392
55168,2581,16757
55169,712,8727
55170,320,102
55171,1426,15517
55172,3169,2697
55173,922,18357
55174,2378,4517
55175,1202,9837
55176,621,10552
55177,2595,887
55178,3232,17287
55180,2350,10037
55181,75,45182
55183,621,3517
55184,2525,697
55185,26,702
55186,873,36352
55187,838,16342
55189,1244,3902
55190,1734,20827
55191,2672,8827
55193,1216,1337
55194,663,702
55195,2574,7827
55196,152,1672
55198,257,21597
55200,1398,927
55202,698,452
55203,3225,4382
55204,2644,2057
55205,1300,3862
55206,4086,11737
55207,1678,4382
55208,1440,127
55209,1629,527
55210,2952,4862
55211,852,2692
55212,278,2627
55213,1426,9282
55214,2665,257
55215,26,7927
55216,75,242
55217,509,23562
55219,1909,17517
55220,908,10322
55222,3652,2182
55223,1202,1727
55224,2238,3242
55225,264,8822
55226,201,2012
55227,2315,4172
55228,390,10512
55231,3302,38242
55232,684,24712
55233,2770,4522
55234,1748,17827
55235,712,2732
55236,1895,5837
55237,446,19842
55238,3953,1232
55239,1006,10362
55240,278,8822
55241,1146,13607
55243,3505,13347
55244,1041,4692
55245,327,1542
55247,3925,2947
55248,3890,16192
55249,1475,9247
55250,75,24832
55251,866,257
55252,89,12712
55253,1531,592
55254,1055,3207
55255,110,2627
55256,1328,22787
55257,1664,8737
55258,404,16112
55259,1643,3252
55260,4359,2132
55261,761,5982
55262,404,1477
55264,1909,12712
55265,747,1257
55266,1426,32607
55267,292,7587
55268,4023,24392
55269,957,1987
55270,1440,4692
55271,180,6167
55272,1286,892
55275,236,1647
55276,572,3127
55277,2070,5807
55279,75,38197
55280,4219,22352
55281,614,9792
55283,719,9047
55284,320,1572
55285,229,7332
55286,1426,15632
55287,1475,337
55288,754,4297
55289,187,31252
55290,404,37902
55292,1496,15292
55293,1195,10617
55294,1440,11982
55296,1426,14992
55297,3631,7467
55298,1559,4427
55301,1797,4297
55302,2112,592
55303,1475,3307
55304,1041,10557
55305,2385,32657
55306,1517,23137
55307,4128,3047
55308,1111,547
55309,635,1832
55310,278,4147
55311,1069,4517
55312,2504,13922
55313,768,3787
55314,383,967
55315,2175,12782
55316,243,5662
55317,3799,1007
55318,327,4327
55319,2532,18002
55321,1125,21027
55322,600,337
55323,3540,2827
55324,481,27997
55326,635,4102
55327,4058,1297
55329,404,2927
55330,4450,3787
55331,369,3212
55332,1363,2667
55333,75,17082
55334,2532,12882
55335,418,8472
55336,887,287
55338,383,972
55340,243,4327
55341,180,14077
55342,537,8722
55343,404,1727
55344,110,42
55346,635,2217
55347,383,16857
55348,747,2872
55349,677,30467
55350,2973,3322
55351,383,5507
55352,1510,1202
55353,82,19277
55354,285,3177
55357,201,17507
55358,439,22547
55359,187,1532
55360,1034,2137
55361,1153,442
55363,677,3417
55364,1055,2827
55365,3470,15367
55366,3190,10022
55367,824,2597
55368,1405,5257
55370,96,8042
55371,3197,1442
55374,1958,1532
55375,1195,527
55378,1685,5297
55379,2028,2377
55381,537,7647
55382,2133,8217
55383,82,20747
55386,3841,16522
55387,75,22557
55388,82,33632
55389,1608,17
55390,1825,3947
55392,3841,7037
55393,285,13022
55394,1286,1297
55395,110,18452
55396,1083,7642
55397,1853,2042
55398,2063,362
55399,1083,7827
55401,635,37407
55402,1013,2312
55403,383,2242
55404,1216,502
55405,278,8102
55406,278,5447
55408,1349,3217
55409,257,22837
55410,3848,7917
55411,1174,17737
55413,194,2452
55415,838,692
55417,124,6912
55419,467,9202
55420,82,2647
55421,320,5682
55423,2875,352
55424,75,8387
55427,40,15202
55428,530,9092
55429,26,122
55430,677,6627
55431,82,1892
55432,1853,1172
55433,866,357
55435,1531,642
55436,110,22467
55437,789,7512
55438,4394,5442
55439,677,1052
55440,621,952
55441,1510,2622
55442,96,452
55443,1559,5547
55444,257,8677
55446,3897,7792
55448,1825,3972
55449,1125,11852
55451,2301,8482
55452,2861,4382
55454,383,747
55456,1251,6592
55458,1804,10622
55459,544,667
55460,712,1597
55462,740,2377
55463,1041,6582
55464,82,2097
55467,4345,1842
55468,306,6102
55469,3141,672
55472,3757,722
55473,3491,7642
55474,922,9082
55475,2301,3922
55476,75,33002
55477,320,11727
55478,1104,10092
55479,908,417
55480,152,1197
55481,2448,6092
55482,82,41392
55483,1258,18062
55485,2945,20027
55486,2315,18202
55487,2287,6327
55488,4310,3057
55489,236,732
55490,873,4727
55491,285,14182
55492,1202,12047
55493,1853,11937
55494,873,11732
55496,3799,5667
55497,369,7512
55498,4016,882
55499,320,47
55500,1853,3787
55501,3932,342
55503,75,15007
55504,341,3827
55505,292,8047
55506,1440,2197
55507,873,40147
55508,2371,3642
55509,124,3822
55510,75,9762
55511,747,33292
55512,2350,10172
55513,2371,1402
55514,1237,5902
55515,4394,8347
55516,1559,3497
55517,2595,1232
55519,4226,3787
55522,110,547
55523,1013,4757
55525,705,32442
55526,1265,10137
55527,607,19337
55528,873,2717
55529,740,1617
55531,334,3477
55532,446,3297
55533,831,22827
55534,2175,4937
55535,12,30697
55537,614,12907
55539,2504,1182
55540,635,39222
55541,964,10827
55542,2077,3777
55543,12,36677
55544,1552,4467
55545,635,4802
55546,3869,357
55547,3701,5632
55548,446,7182
55549,327,19967
55550,2098,4302
55551,1300,8602
55552,1825,14442
55553,1944,882
55554,1153,727
55555,1104,3622
55556,1223,10822
55557,2077,2707
55558,1118,4297
55559,3225,4497
55561,2756,1547
55562,271,12707
55566,3232,642
55567,551,5082
55569,523,5807
55570,1524,122
55572,3190,15407
55573,1426,16147
55576,383,9372
55577,4387,4382
55578,866,907
55579,1041,25572
55580,2476,1617
55581,4275,592
55582,306,16842
55583,82,11117
55585,1629,4862
55586,2434,9167
55587,908,7692
55588,614,5632
55590,922,15372
55591,404,3697
55592,1041,9452
55593,1972,8397
55595,922,4877
55596,838,23412
55598,3799,952
55600,3778,7692
55601,96,2357
55602,3337,5442
55604,873,2377
55605,873,9487
55607,1153,3362
55608,474,31657
55609,19,5767
55610,481,18132
55611,4506,13837
55612,2756,18037
55614,607,3407
55616,3323,13877
55617,1615,4132
55618,3631,417
55619,1069,3397
55620,89,8837
55621,1783,13987
55622,817,1682
55623,3596,8377
55624,3155,6702
55625,446,8462
55626,208,3082
55627,656,2997
55629,873,4582
55631,299,1192
55632,2427,6917
55633,1426,28837
55634,481,6477
55635,908,3762
55636,810,15112
55637,68,6952
55639,922,8167
55644,4282,13997
55646,61,352
55649,873,35792
55650,3876,20077
55651,3519,3897
55652,621,2377
55653,341,7317
55654,2749,822
55655,2756,1197
55656,4408,1877
55657,2028,2417
55658,1895,17007
55659,2406,1842
55660,75,11292
55661,110,887
55662,1741,21432
55664,12,902
55666,2693,15132
55667,264,2282
55668,1069,2947
55669,1146,6702
55671,180,12432
55672,4135,1887
55673,1979,43462
55674,712,4502
55675,1615,8357
55676,201,26352
55677,3820,662
55678,2105,1192
55679,1041,11837
55680,4191,1462
55682,383,16657
55683,1083,4002
55684,1377,417
55685,383,2037
55687,12,4132
55688,124,177
55689,747,8217
55691,320,642
55692,152,432
55693,1125,22497
55694,1230,28932
55695,201,34687
55696,1174,24167
55698,1272,2947
55699,1790,187
55700,3358,1232
55701,208,5077
55702,306,14927
55704,306,1802
55705,2574,14232
55706,1300,13547
55707,607,8152
55709,1286,29512
55710,495,4367
55711,341,5002
55712,922,8852
55713,1958,2597
55714,481,582
55717,3071,40617
55718,740,5877
55720,3050,24922
55721,383,18692
55722,2301,35512
55724,3456,6562
55725,19,137
55727,1006,687
55728,313,13507
55729,1300,9622
55734,1055,14817
55735,2532,2207
55737,1286,2322
55738,614,6102
55740,3274,6327
55741,810,3497
55742,229,8397
55744,1195,14117
55745,873,3842
55746,320,3197
55748,684,4267
55749,82,41357
55750,957,25417
55751,2588,1397
55754,4492,8167
55755,1650,1702
55756,2021,4602
55757,558,4257
55758,789,6537
55762,299,2242
55763,404,887
55764,201,32037
55766,3995,452
55767,3064,15172
55768,446,107
55769,1545,11492
55770,404,2632
55771,201,13957
55772,2378,2347
55775,481,5442
55778,19,92
55779,712,6537
55780,4205,8377
55781,614,357
55782,3561,132
55783,1013,927
55784,1349,8377
55785,1377,1397
55786,964,1107
55787,96,3107
55788,3113,3787
55789,1230,332
55790,1104,1512
55791,747,9497
55792,425,852
55793,208,3492
55795,124,22027
55796,222,6587
55798,873,4562
55800,1300,29122
55801,1545,727
55803,3757,4082
55804,1825,1327
55806,1538,3242
55807,250,1032
55808,89,8462
55809,1251,4517
55812,1034,22852
55813,1125,5907
55814,1153,23517
55815,2714,1192
55816,3267,6562
55817,320,31032
55818,3078,5347
55819,1125,12217
55820,565,2602
55821,614,9742
55822,481,14237
55824,2392,16367
55825,1398,237
55826,1279,6562
55828,2434,3977
55829,404,29527
55831,285,8112
55833,2637,422
55835,299,11342
55836,404,14567
55838,2385,357
55839,26,6567
55840,404,6207
55841,1146,7152
55842,4184,29467
55843,1006,21292
55844,110,582
55845,180,20157
55846,1713,5627
55847,1132,6562
55848,19,4397
55852,124,12132
55853,3848,8532
55854,1111,20017
55856,1286,7312
55858,82,8047
55859,957,6647
55860,971,957
55861,446,27857
55863,1125,9492
55864,4597,6562
55865,1013,5967
55866,187,24162
55868,964,20007
55869,180,17712
55871,873,29997
55872,964,622
55873,1587,527
55874,2553,16872
55875,1909,5172
55876,3771,2552
55877,2644,9167
55878,481,31227
55879,3190,5647
55880,3218,11657
55882,2882,727
55883,1426,4667
55884,4464,882
55885,75,19397
55886,201,15697
55887,390,277
55888,754,5652
55889,740,2812
55890,2140,10622
55891,82,30172
55892,481,26617
55893,54,1742
55894,341,12672
55895,313,12182
55898,1895,10522
55901,383,4222
55902,54,62
55903,82,18642
55904,565,362
55905,1405,6562
55907,180,7842
55908,1783,22762
55909,873,20517
55910,754,2997
55911,26,29882
55912,2140,1107
55913,26,13067
55914,908,17212
55915,82,30992
55916,1076,927
55917,747,1397
55918,131,4657
55919,82,14332
55920,908,5067
55921,2896,957
55922,355,242
55923,404,1987
55924,4583,10852
55926,1706,22027
55927,257,35232
55928,971,3097
55930,1153,10672
55934,1013,332
55935,61,3837
55937,2189,312
55940,887,1957
55941,1979,1517
55942,2651,1707
55945,2364,1667
55947,2056,4237
55948,4170,3082
55950,2189,777
55952,1125,5422
55953,1286,8717
55955,1538,927
55956,873,9247
55957,82,11982
55958,3022,7202
55959,3764,2127
55960,1972,1097
55961,2329,7262
55962,530,4887
55963,537,2312
55964,698,28052
55965,1426,2357
55966,2525,1057
55967,3393,5057
55969,278,8317
55970,152,12047
55971,75,14857
55972,1468,45202
55973,110,142
55975,1636,17307
55977,2448,32937
55978,89,13597
55980,502,2647
55981,460,1217
55982,1426,8842
55983,3190,33102
55985,278,5297
55986,544,1547
55987,75,6787
55989,3190,2997
55991,2924,33287
55993,404,13267
55994,75,27
55997,1202,5757
56000,2644,7742
56003,530,3397
56006,1237,2197
56008,292,23252
56009,2644,10992
56010,2483,4137
56011,145,252
56012,3197,952
56014,3274,4372
56018,61,12797
56019,1748,1762
56020,264,5717
56021,873,19172
56025,3792,2117
56026,1790,3222
56027,4170,3322
56028,1321,1182
56029,2532,747
56030,404,6767
56032,712,3417
56033,607,36067
56034,894,24502
56035,404,6097
56037,1160,2707
56038,2077,727
56039,1552,7607
56040,684,6687
56042,1930,12367
56043,89,10622
56044,1111,21277
56045,61,122
56046,3526,1797
56047,1125,1567
56048,404,9822
56049,1853,31257
56050,1349,197
56051,1440,28352
56053,677,3062
56054,1272,9057
56056,1727,14182
56057,3323,5002
56059,2350,11867
56060,1398,1262
56061,1825,1412
56062,474,12057
