movie,income,g1,g2,g3,g4,g5,g6
34512,1491520,Action,Thriller,,,,
34517,2487239,Horror,,,,,
34522,601611,Comedy,Drama,,,,
34527,8982539,Comedy,,,,,
34532,100882343,Comedy,,,,,
34537,1413243,Horror,,,,,
34542,24332,Action,,,,,
34547,24731203,,,,,,
34552,7358520,Drama,,,,,
34557,1285926,Drama,,,,,
34562,1841931,Drama,Thriller,,,,
34567,99627445,Comedy,Drama,,,,
34572,9903980,Drama,,,,,
34577,88103066,Comedy,Drama,,,,
34582,231005,Horror,Thriller,,,,
34587,1734544,,,,,,
34592,628447,Comedy,,,,,
34597,24293158,,,,,,
34602,17761536,Drama,,,,,
34607,17123141,Drama,,,,,
34612,6616513,Drama,,,,,
34617,521190,Action,IMAX,,,,
34622,523488,Horror,,,,,
34627,6290495,Drama,,,,,
34632,158079,Comedy,Thriller,Western,,,
34637,584151,Comedy,,,,,
34642,3660275,Comedy,Drama,,,,
34647,40738927,Drama,,,,,
34652,13460822,Action,Horror,,,,
34657,710671,Comedy,Horror,,,,
34662,2935893,Comedy,,,,,
34667,50962311,,,,,,
34672,608623,Drama,Thriller,,,,
34677,7253715,Comedy,,,,,
34682,555198,Comedy,,,,,
34687,1816728,Drama,,,,,
34692,69986,Comedy,,,,,
34697,318836,Action,,,,,
34702,144409,Comedy,,,,,
34707,301624,,,,,,
34712,10782561,Drama,IMAX,,,,
34717,419206,,,,,,
34722,8418417,,,,,,
34727,11303175,Drama,,,,,
34732,6088796,Drama,,,,,
34737,404705,Comedy,,,,,
34742,779958,Comedy,,,,,
34747,1775951,Comedy,,,,,
34752,793296,Drama,Thriller,,,,
34757,402814,Comedy,,,,,
34762,15830054,Drama,,,,,
34767,2595455,,,,,,
34772,2386609,Horror,Thriller,,,,
34777,1647096,Horror,Thriller,,,,
34782,307109,Comedy,Drama,,,,
34787,14174413,Thriller,,,,,
34792,258535,IMAX,,,,,
34797,8198139,,,,,,
34802,423553,,,,,,
34807,3122929,Action,,,,,
34812,42774065,Action,Western,,,,
34817,3054974,Comedy,,,,,
34822,2429260,Comedy,,,,,
34827,14351550,Comedy,Drama,,,,
34832,1157485,Comedy,Drama,,,,
34837,2003210,Comedy,Drama,,,,
34842,44516237,Drama,Thriller,,,,
34847,29134493,Drama,,,,,
34852,1306468,Comedy,Drama,,,,
34857,31037148,,,,,,
34862,20892229,Drama,,,,,
34867,180434,Drama,,,,,
34872,4392003,Drama,Horror,Thriller,,,
34877,9869974,Drama,,,,,
34882,57983,Horror,,,,,
34887,8236795,Horror,,,,,
34892,235096,Action,IMAX,,,,
34897,24430,Drama,Thriller,,,,
34902,5559139,Action,Drama,Thriller,,,
34907,144639,Action,,,,,
34912,4330256,Horror,Thriller,,,,
34917,12868288,Thriller,,,,,
34922,34547784,Comedy,,,,,
34927,1453337,Drama,,,,,
34932,2286843,Comedy,,,,,
34937,7752881,Comedy,,,,,
34942,13758440,Comedy,Thriller,,,,
34947,5593634,Western,,,,,
34952,1100491,Action,Drama,,,,
34957,24740141,Drama,,,,,
34962,2443252,,,,,,
34967,1317509,,,,,,
34972,2263941,Comedy,Thriller,,,,
34977,7706216,Comedy,Drama,,,,
34982,6209495,Comedy,Drama,,,,
34987,1094894,Action,,,,,
34992,2163234,Drama,,,,,
34997,339396,Drama,,,,,
35002,1919901,Action,Comedy,,,,
35007,12034449,Drama,Thriller,,,,
35012,11112676,Comedy,Drama,,,,
35017,4315881,Comedy,,,,,
35022,8227929,Drama,,,,,
35027,6762418,,,,,,
35032,39715826,Drama,,,,,
35037,147551,Drama,Thriller,,,,
35042,1563861,Drama,,,,,
35047,6354080,Action,,,,,
35052,162902,Action,Comedy,,,,
35057,2148807,Comedy,,,,,
35062,151792,,,,,,
35067,5338749,,,,,,
35072,297207,Action,Thriller,,,,
35077,5610225,Drama,,,,,
35082,3383383,Drama,Horror,Thriller,,,
35087,331284,Comedy,,,,,
35092,20528181,Comedy,,,,,
35097,4766855,Drama,,,,,
35102,3405483,Drama,Thriller,,,,
35107,4134800,Drama,,,,,
35112,265075,Thriller,,,,,
35117,1934859,Drama,,,,,
35122,6599340,Drama,,,,,
35127,327758,Comedy,,,,,
35132,157584,Comedy,,,,,
35137,5933316,Comedy,Drama,,,,
35142,3593422,Drama,,,,,
35147,4049145,Horror,Thriller,,,,
35152,41307570,Action,Comedy,Drama,,,
35157,21057479,,,,,,
35162,273978,Comedy,,,,,
35167,1272660,Comedy,,,,,
35172,1212526,Drama,,,,,
35177,2339692,Drama,,,,,
35182,3397774,Horror,,,,,
35187,36055831,Comedy,Horror,Thriller,,,
35192,2575561,Drama,Thriller,,,,
35197,730004,Drama,,,,,
35202,1453236,Action,Drama,,,,
35207,9264772,Action,,,,,
35212,2627112,Comedy,,,,,
35217,1672470,Comedy,Horror,,,,
35222,450911,Drama,,,,,
35227,2215428,Horror,Thriller,,,,
35232,4408000,Drama,,,,,
35237,28025450,,,,,,
35242,84817129,Drama,,,,,
35247,10530916,,,,,,
35252,17745420,Action,Thriller,,,,
35257,7396090,Drama,,,,,
35262,14451059,Comedy,,,,,
35267,437746,Action,Horror,Thriller,,,
35272,3240115,,,,,,
35277,13855875,Drama,,,,,
35282,10072033,Comedy,Western,,,,
35287,188170,Comedy,Drama,,,,
35292,5819327,Thriller,,,,,
35297,5817240,Drama,,,,,
35302,9948573,Drama,,,,,
35307,1215351,Comedy,,,,,
35312,356372,Comedy,Drama,,,,
35317,79182840,Drama,,,,,
35322,10532573,Drama,,,,,
35327,14361490,Drama,Thriller,,,,
35332,12661743,Comedy,Drama,,,,
35337,1379832,Drama,,,,,
35342,4667635,Action,Comedy,,,,
35347,670570,,,,,,
35352,3130997,Drama,,,,,
35357,4914009,Action,,,,,
35362,8578263,Comedy,,,,,
35367,9506672,Comedy,Drama,,,,
35372,414945,Action,Drama,,,,
35377,282391,Drama,,,,,
35382,9644127,Comedy,,,,,
35387,405037,Drama,,,,,
35392,5434711,Action,Comedy,,,,
35397,18009794,Action,Drama,,,,
35402,3977834,Drama,,,,,
35407,2779794,Comedy,Drama,,,,
35412,4545111,,,,,,
35417,306050,Drama,Thriller,,,,
35422,1920048,Thriller,,,,,
35427,2831891,Drama,,,,,
35432,11535640,Comedy,Drama,Thriller,,,
35437,14088870,Drama,,,,,
35442,24842,Comedy,,,,,
35447,15111521,Comedy,,,,,
35452,150527,Comedy,,,,,
35457,968794,Drama,Thriller,,,,
35462,2301465,Horror,,,,,
35467,5175039,Action,Drama,,,,
35472,14127095,Comedy,,,,,
35477,1146970,Drama,,,,,
35482,5465787,Drama,,,,,
35487,1505745,Action,Thriller,,,,
35492,3712615,Drama,,,,,
35497,1113694,,,,,,
35502,3619990,Comedy,Western,,,,
35507,17238239,Drama,,,,,
35512,620324,Comedy,,,,,
35517,10348850,,,,,,
35522,61407,Drama,,,,,
35527,1744689,,,,,,
35532,271965,Action,Drama,,,,
35537,2861067,Comedy,,,,,
35542,18580680,,,,,,
35547,2209478,Drama,,,,,
35552,13455945,Drama,,,,,
35557,12768178,Action,,,,,
35562,1623090,Comedy,Horror,,,,
35567,59378,Drama,,,,,
35572,6052120,,,,,,
35577,14833219,Drama,,,,,
35582,60477,Comedy,,,,,
35587,6114599,,,,,,
35592,6342412,,,,,,
35597,1508816,Comedy,,,,,
35602,69388,Comedy,,,,,
35607,317190,Comedy,,,,,
35612,8458422,Action,Comedy,,,,
35617,34429129,Drama,,,,,
35622,1114049,Drama,,,,,
35627,3643760,,,,,,
35632,26790,Horror,,,,,
35637,2471510,Comedy,Drama,,,,
35642,1175059,Comedy,,,,,
35647,6418242,Drama,,,,,
35652,25008,Comedy,Horror,Thriller,,,
35657,3609493,Drama,Thriller,,,,
35662,5138854,Drama,,,,,
35667,40599716,Drama,,,,,
35672,4445654,,,,,,
35677,1468658,,,,,,
35682,2406573,Horror,Thriller,,,,
35687,32362655,Drama,,,,,
35692,2535436,,,,,,
35697,177164,Action,,,,,
35702,4462252,Comedy,Drama,,,,
35707,696043,Comedy,Drama,,,,
35712,3982704,Comedy,,,,,
35717,17806854,Comedy,,,,,
35722,2456680,Drama,,,,,
35727,10794119,,,,,,
35732,4597813,Comedy,,,,,
35737,17542839,Drama,,,,,
35742,2565086,Action,,,,,
35747,55646,Drama,,,,,
35752,14836991,Action,Drama,Thriller,,,
35757,4651391,Drama,Thriller,,,,
35762,732240,Horror,Thriller,,,,
35767,7819633,,,,,,
35772,1921011,Comedy,,,,,
35777,1992777,Drama,,,,,
35782,22748588,,,,,,
35787,190987,Drama,,,,,
35792,944224,Action,Drama,,,,
35797,5471285,Drama,,,,,
35802,2383744,Comedy,,,,,
35807,7385068,Comedy,Drama,,,,
35812,10757313,Action,Drama,Thriller,,,
35817,9604473,Comedy,,,,,
35822,2082722,Western,,,,,
35827,16857750,Drama,,,,,
35832,748205,Action,Comedy,,,,
35837,13368225,Drama,,,,,
35842,1049023,Horror,,,,,
35847,11345892,,,,,,
35852,1847768,Comedy,,,,,
35857,1213776,Comedy,,,,,
35862,2284905,,,,,,
35867,396238,IMAX,,,,,
35872,2620656,Action,,,,,
35877,8884414,Comedy,,,,,
35882,3694453,Action,Drama,,,,
35887,5648668,Drama,,,,,
35892,2552306,Action,Drama,,,,
35897,10282179,Drama,,,,,
35902,7322656,Drama,,,,,
35907,1750518,,,,,,
35912,185110,Drama,,,,,
35917,1142784,Comedy,,,,,
35922,6850826,Comedy,,,,,
35927,177157,Comedy,Drama,Horror,,,
35932,6070547,Drama,,,,,
35937,40656263,Drama,Western,,,,
35942,949603,,,,,,
35947,1288670,Action,,,,,
35952,29563832,Drama,,,,,
35957,5292138,Drama,Horror,Thriller,,,
35962,4439320,,,,,,
35967,258849,Thriller,,,,,
35972,2881132,Comedy,,,,,
35977,480251,Action,,,,,
35982,11528370,Drama,,,,,
35987,94748921,Drama,,,,,
35992,3915512,Horror,,,,,
35997,15432560,Drama,,,,,
36002,5892804,Comedy,Drama,,,,
36007,5281046,Comedy,Drama,,,,
36012,1869676,Drama,,,,,
36017,2167770,Drama,,,,,
36022,150806,Drama,,,,,
36027,91994347,,,,,,
36032,46424092,Comedy,,,,,
36037,14812108,Comedy,,,,,
36042,4500585,Drama,,,,,
36047,1722013,Action,Drama,,,,
36052,682417,Drama,,,,,
36057,2280690,Drama,,,,,
36062,2323844,Drama,,,,,
36067,606743,Action,Drama,Thriller,,,
36072,9458884,Comedy,Drama,,,,
36077,205798,Comedy,,,,,
36082,130014,Drama,,,,,
36087,5056595,Comedy,Drama,,,,
36092,1586116,Horror,,,,,
36097,1020392,,,,,,
36102,30903296,Drama,,,,,
36107,20248727,Drama,,,,,
36112,2553851,Comedy,,,,,
36117,677450,Drama,,,,,
36122,4841645,Comedy,,,,,
36127,3608807,,,,,,
36132,6072875,Drama,,,,,
36137,3526405,,,,,,
36142,52812823,,,,,,
36147,5994345,,,,,,
36152,17253012,Drama,,,,,
36157,1381108,Comedy,Horror,,,,
36162,5983915,,,,,,
36167,71107,Action,Thriller,,,,
36172,1506471,Action,Horror,,,,
36177,1481825,Horror,Thriller,,,,
36182,67568055,Comedy,,,,,
36187,1067444,Action,Horror,,,,
36192,960445,Horror,Thriller,,,,
36197,9906161,Horror,,,,,
36202,272896,Drama,,,,,
36207,16392869,Comedy,,,,,
36212,6592846,Drama,Thriller,,,,
36217,7922338,Drama,,,,,
36222,2905554,Drama,,,,,
36227,2273204,Comedy,Drama,,,,
36232,1956039,Action,Drama,,,,
36237,2105697,Action,Comedy,,,,
36242,706923,Drama,,,,,
36247,1104018,Comedy,,,,,
36252,3795081,Horror,Thriller,,,,
36257,71195,Drama,Horror,Thriller,,,
36262,907761,Horror,,,,,
36267,1245208,Thriller,,,,,
36272,4778512,,,,,,
36277,2180292,Comedy,,,,,
36282,1519642,Drama,,,,,
36287,1131896,Drama,Thriller,,,,
36292,54642680,Drama,,,,,
36297,942275,Comedy,,,,,
36302,14853360,Drama,,,,,
36307,611120,Comedy,,,,,
36312,741509,Horror,Thriller,,,,
36317,1303549,Comedy,,,,,
36322,1180329,,,,,,
36327,4345105,Action,Drama,Western,,,
36332,486816,Comedy,Thriller,,,,
36337,8691788,Comedy,Drama,,,,
36342,96149,Action,IMAX,,,,
36347,8157296,Comedy,,,,,
36352,3446505,Comedy,Drama,,,,
36357,11235629,Horror,,,,,
36362,11490878,Drama,,,,,
36367,7430830,Action,Drama,,,,
36372,6098804,Drama,,,,,
36377,1097234,,,,,,
36382,390875,,,,,,
36387,180814,Drama,,,,,
36392,37765,,,,,,
36397,4703752,Comedy,Drama,,,,
36402,2772487,Comedy,,,,,
36407,3367265,Horror,,,,,
36412,2385579,Comedy,Drama,,,,
36417,1152456,Comedy,Drama,,,,
36422,13112938,Drama,,,,,
36427,16516809,Drama,,,,,
36432,14695890,Action,Drama,,,,
36437,443615,Horror,Thriller,,,,
36442,4290041,Drama,,,,,
36447,438604,Drama,,,,,
36452,241217,Action,Thriller,IMAX,,,
36457,7261719,Drama,,,,,
36462,326183,Action,Drama,,,,
36467,11453424,Drama,Horror,,,,
36472,1088677,Comedy,Drama,,,,
36477,1228683,Drama,Thriller,,,,
36482,133526,Comedy,Horror,,,,
36487,88398319,Action,Drama,,,,
36492,14769205,Drama,,,,,
36497,14947746,Drama,,,,,
36502,154278,Action,Comedy,Horror,,,
36507,231539,Comedy,,,,,
36512,10031588,Drama,Thriller,,,,
36517,5559344,Drama,,,,,
36522,9146368,Comedy,Drama,,,,
36527,3242540,Action,Drama,,,,
36532,390846,Drama,,,,,
36537,69217,Drama,,,,,
36542,4191230,,,,,,
36547,12235674,Drama,,,,,
36552,1253250,Horror,,,,,
36557,5222942,Drama,,,,,
36562,10764140,,,,,,
36567,5102558,Drama,,,,,
36572,628890,Drama,Horror,Thriller,,,
36577,7284074,Drama,,,,,
36582,1588085,Drama,,,,,
36587,59483,Horror,,,,,
36592,943356,Comedy,,,,,
36597,289787,Drama,,,,,
36602,1294995,Drama,,,,,
36607,1200662,,,,,,
36612,333362,Action,Comedy,,,,
36617,597087,Action,Comedy,,,,
36622,596905,Action,Drama,,,,
36627,6441270,Drama,,,,,
36632,224003,Horror,,,,,
36637,372162,Horror,Thriller,,,,
36642,19918649,Drama,,,,,
36647,4406780,,,,,,
36652,62414,Comedy,,,,,
36657,6768816,Drama,,,,,
36662,60579,Drama,Thriller,,,,
36667,6843898,,,,,,
36672,2183276,Horror,Thriller,,,,
36677,2867707,,,,,,
36682,302136,Comedy,,,,,
36687,389030,Comedy,Drama,,,,
36692,6679129,Comedy,,,,,
36697,13401433,Drama,,,,,
36702,3862314,Drama,,,,,
36707,155085,Comedy,,,,,
36712,2489767,Comedy,,,,,
36717,7340864,,,,,,
36722,96801884,Comedy,,,,,
36727,3539821,Drama,,,,,
36732,27555,Drama,,,,,
36737,1120573,Drama,,,,,
36742,1084836,Comedy,,,,,
36747,62362,Comedy,,,,,
36752,4752840,Drama,Thriller,,,,
36757,2219496,Comedy,,,,,
36762,6257778,Horror,,,,,
36767,1579897,Comedy,,,,,
36772,877393,,,,,,
36777,17676594,Comedy,,,,,
36782,4587152,,,,,,
36787,3131074,Action,Drama,Thriller,,,
36792,1527817,,,,,,
36797,57576,,,,,,
36802,840359,Action,,,,,
36807,1290105,Drama,Thriller,,,,
36812,4848063,,,,,,
36817,1175545,Drama,,,,,
36822,6930057,Drama,,,,,
36827,121435,Comedy,,,,,
36832,290252,Comedy,Horror,,,,
36837,7710407,Action,Drama,,,,
36842,2931843,Comedy,,,,,
36847,5399966,Drama,,,,,
36852,2695401,Comedy,,,,,
36857,128133,,,,,,
36862,1820668,Thriller,,,,,
36867,8068691,Drama,,,,,
36872,12546550,Drama,,,,,
36877,5469944,,,,,,
36882,1274404,Comedy,,,,,
36887,1445751,Drama,,,,,
36892,2219553,Drama,,,,,
36897,9204243,Drama,,,,,
36902,4316690,Comedy,Drama,,,,
36907,4778791,Drama,,,,,
36912,349691,Horror,,,,,
36917,732503,Comedy,,,,,
36922,1329779,,,,,,
36927,70326,Thriller,,,,,
36932,2077861,Drama,Horror,,,,
36937,1511072,Drama,Thriller,,,,
36942,378614,Comedy,,,,,
36947,1336518,Western,,,,,
36952,63301191,Comedy,,,,,
36957,23692177,Drama,,,,,
36962,117649,Comedy,,,,,
36967,706399,Comedy,,,,,
36972,2537177,Horror,,,,,
36977,10301751,Drama,,,,,
36982,13008918,Horror,,,,,
36987,4663613,Comedy,,,,,
36992,1139551,Action,Comedy,,,,
36997,37026,Comedy,,,,,
37002,1012038,,,,,,
37007,5628523,Drama,,,,,
37012,7498593,,,,,,
37017,847200,Comedy,,,,,
37022,5709793,Comedy,,,,,
37027,5719413,,,,,,
37032,1644410,Drama,Horror,Thriller,,,
37037,2614088,Comedy,,,,,
37042,19287493,Comedy,,,,,
37047,1795039,Horror,Thriller,,,,
37052,66218,Drama,,,,,
37057,2910406,,,,,,
37062,2081934,Drama,Thriller,,,,
37067,2816382,,,,,,
37072,58559,Drama,,,,,
37077,6144972,Drama,Horror,,,,
37082,4623715,Action,Drama,,,,
37087,1217821,Action,Drama,Thriller,,,
37092,6229759,Drama,,,,,
37097,6705991,Drama,,,,,
37102,4334675,Drama,,,,,
37107,8621307,Comedy,Drama,,,,
37112,476137,Thriller,,,,,
37117,9624475,Comedy,Thriller,,,,
37122,5886054,Drama,,,,,
37127,4568074,Drama,Thriller,,,,
37132,331250,Horror,Thriller,,,,
37137,14390845,Comedy,Drama,,,,
37142,4709348,Drama,,,,,
37147,5389782,Drama,,,,,
37152,2323971,Comedy,,,,,
37157,2235947,Drama,,,,,
37162,25159613,Comedy,Drama,,,,
37167,417875,Action,Comedy,,,,
37172,2155689,Thriller,,,,,
37177,5813636,,,,,,
37182,16813911,Drama,,,,,
37187,1684980,Comedy,,,,,
37192,20657348,Drama,Thriller,,,,
37197,2617732,,,,,,
37202,40322700,Comedy,,,,,
37207,8249641,Comedy,Drama,,,,
37212,8391719,Drama,,,,,
37217,2198727,Drama,,,,,
37222,137814,Action,Drama,,,,
37227,682868,Action,,,,,
37232,1591448,Thriller,,,,,
37237,4935724,Drama,,,,,
37242,2692233,Comedy,,,,,
37247,956043,Thriller,,,,,
37252,2657608,Comedy,,,,,
37257,407093,Comedy,,,,,
37262,132876,Comedy,,,,,
37267,180611,Comedy,,,,,
37272,10471826,Thriller,,,,,
37277,25472,Drama,,,,,
37282,17735688,Horror,Thriller,,,,
37287,4420569,Drama,,,,,
37292,3251976,Drama,Thriller,,,,
37297,16321216,Comedy,,,,,
37302,2041480,Action,Comedy,,,,
37307,758450,Comedy,Horror,,,,
37312,1232006,Drama,Thriller,,,,
37317,1452222,Drama,,,,,
37322,978908,Comedy,Horror,,,,
37327,2379615,Comedy,Drama,,,,
37332,8329173,Drama,,,,,
37337,947944,Comedy,,,,,
37342,17880965,,,,,,
37347,284401,Drama,,,,,
37352,2411338,Comedy,Drama,Thriller,,,
37357,18055102,Action,,,,,
37362,1617914,Comedy,,,,,
37367,7141442,Drama,,,,,
37372,2471904,Drama,,,,,
37377,5724065,Comedy,Horror,,,,
37382,7890687,Action,,,,,
37387,2182512,Action,,,,,
37392,44045420,Action,Drama,,,,
37397,1312633,Thriller,,,,,
37402,1641260,Comedy,,,,,
37407,1646536,Horror,Thriller,,,,
37412,25473,,,,,,
37417,2409218,Comedy,Drama,,,,
37422,974452,Horror,,,,,
37427,38237817,Comedy,,,,,
37432,1635159,Thriller,,,,,
37437,2626558,Comedy,Drama,,,,
37442,913899,Thriller,,,,,
37447,2017304,Comedy,Drama,,,,
37452,1656049,Horror,,,,,
37457,5468727,Action,Drama,,,,
37462,98437317,IMAX,,,,,
37467,7446311,Drama,,,,,
37472,1415202,Drama,,,,,
37477,5866203,Comedy,Drama,,,,
37482,32173974,Drama,,,,,
37487,1212665,Drama,,,,,
37492,16417174,Comedy,,,,,
37497,14254483,Action,,,,,
37502,3777672,Comedy,Drama,,,,
37507,3608491,Comedy,Drama,,,,
37512,4457556,Comedy,Drama,,,,
37517,1491666,Action,Comedy,,,,
37522,25888,Drama,,,,,
37527,12501219,Drama,Thriller,,,,
37532,6662224,Drama,,,,,
37537,61038731,Comedy,,,,,
37542,1151577,Action,Drama,,,,
37547,17150101,IMAX,,,,,
37552,1326777,Drama,,,,,
37557,5454000,Comedy,Horror,,,,
37562,13751125,Thriller,,,,,
37567,1449266,Drama,,,,,
37572,2444257,Horror,,,,,
37577,2113543,Drama,,,,,
37582,5114917,Drama,Thriller,,,,
37587,25942,Comedy,,,,,
37592,7403427,Comedy,Drama,,,,
37597,1560168,Drama,,,,,
37602,310285,,,,,,
37607,27268,Horror,Thriller,,,,
37612,1533117,Comedy,,,,,
37617,26439132,Drama,,,,,
37622,9802035,Horror,,,,,
37627,6957292,Comedy,Drama,,,,
37632,3851930,Horror,,,,,
37637,6325443,Action,Drama,,,,
37642,26259,Western,,,,,
37647,63152,Action,,,,,
37652,2577505,Drama,,,,,
37657,15732021,Drama,,,,,
37662,7754056,,,,,,
37667,4980440,,,,,,
37672,4457956,Drama,,,,,
37677,4857064,Action,Thriller,,,,
37682,17603684,Drama,,,,,
37687,3985272,Comedy,,,,,
37692,14042679,Comedy,Drama,,,,
37697,149704,Action,Drama,,,,
37702,6180549,Comedy,,,,,
37707,3083419,Drama,Thriller,,,,
37712,2347163,Drama,Western,,,,
37717,1613220,Comedy,,,,,
37722,9009028,Drama,,,,,
37727,1500989,,,,,,
37732,6877836,Drama,,,,,
37737,6939404,Horror,Thriller,,,,
37742,123337,Drama,Thriller,,,,
37747,2067233,Comedy,,,,,
37752,1179657,Comedy,Drama,,,,
37757,3843165,Western,,,,,
37762,10403325,Action,Comedy,,,,
37767,6822029,,,,,,
37772,352180,Drama,Thriller,,,,
37777,414843,Action,,,,,
37782,1057842,Action,Horror,,,,
37787,839958,Action,,,,,
37792,5197507,Comedy,,,,,
37797,2652317,Drama,Horror,Thriller,,,
37802,5741137,Comedy,Drama,,,,
37807,5716300,Comedy,Drama,,,,
37812,128179,Drama,Thriller,,,,
37817,7150645,,,,,,
37822,10797487,Drama,,,,,
37827,713939,Action,Thriller,,,,
37832,95972604,Horror,Thriller,,,,
37837,25265,,,,,,
37842,3189793,Drama,Thriller,,,,
37847,4217060,Thriller,,,,,
37852,24620,Comedy,,,,,
37857,16122937,Drama,,,,,
37862,1179061,Drama,,,,,
37867,15075123,Drama,,,,,
37872,337267,Comedy,,,,,
37877,841258,Comedy,Drama,,,,
37882,4027708,Drama,,,,,
37887,8413298,,,,,,
37892,1213910,Horror,Thriller,,,,
37897,148863,,,,,,
37902,15449050,Drama,,,,,
37907,6210895,,,,,,
37912,2871342,Drama,Horror,,,,
37917,1163840,Action,Horror,Thriller,,,
37922,2308407,,,,,,
37927,24592,Comedy,,,,,
37932,3610147,Action,Comedy,,,,
37937,5200392,Drama,,,,,
37942,56876,Comedy,,,,,
37947,2532159,Drama,Western,,,,
37952,60118,Action,Drama,,,,
37957,1490900,Drama,,,,,
37962,3521100,Drama,,,,,
37967,162539,Drama,Thriller,,,,
37972,12622198,Drama,,,,,
37977,1922481,Comedy,,,,,
37982,4409705,Comedy,,,,,
37987,1295118,Comedy,,,,,
37992,71836,Horror,,,,,
37997,7060122,Drama,,,,,
38002,3860393,Comedy,Drama,,,,
38007,9278281,,,,,,
38012,707058,Horror,Thriller,,,,
38017,771487,Comedy,Western,,,,
38022,20403725,Drama,Thriller,,,,
38027,2031342,Action,Comedy,,,,
38032,437173,Action,Thriller,,,,
38037,55847,Drama,,,,,
38042,4608711,Comedy,,,,,
38047,674127,Comedy,Drama,,,,
38052,648311,Comedy,,,,,
38057,8462501,Drama,,,,,
38062,1093303,Horror,,,,,
38067,134850,Comedy,,,,,
38072,1184107,Western,,,,,
38077,74980202,,,,,,
38082,18334268,Action,Drama,Thriller,,,
38087,8287063,Drama,,,,,
38092,350320,Action,Thriller,,,,
38097,2262468,Drama,,,,,
38102,63038119,Drama,,,,,
38107,2695481,Comedy,,,,,
38112,7121675,Western,,,,,
38117,161437,,,,,,
38122,634851,Horror,,,,,
38127,13584278,Horror,Thriller,,,,
38132,827261,Comedy,,,,,
38137,1241198,Drama,,,,,
38142,12854947,,,,,,
38147,2160527,,,,,,
38152,633181,Comedy,Drama,,,,
38157,7439213,Action,Thriller,,,,
38162,2529849,,,,,,
38167,3016972,Horror,,,,,
38172,2056942,Comedy,Drama,,,,
38177,10160839,Comedy,Drama,,,,
38182,6011034,Drama,Horror,,,,
38187,23677012,Drama,,,,,
38192,195712,Drama,,,,,
38197,7169466,Comedy,,,,,
38202,598987,Comedy,Horror,,,,
38207,722411,Comedy,Drama,,,,
38212,7486551,Drama,,,,,
38217,16912494,Comedy,Drama,,,,
38222,58056625,Drama,,,,,
38227,6730534,Thriller,,,,,
38232,5738648,,,,,,
38237,4089646,Action,Drama,,,,
38242,2215344,,,,,,
38247,535519,Drama,,,,,
38252,1459314,Horror,,,,,
38257,14970374,Drama,,,,,
38262,2336504,Drama,,,,,
38267,69017832,Drama,,,,,
38272,312302,Action,Drama,,,,
38277,33542447,Drama,,,,,
38282,1846882,,,,,,
38287,4845845,Drama,,,,,
38292,10056740,Comedy,,,,,
38297,53801477,Drama,,,,,
38302,2876566,Thriller,,,,,
38307,1446059,Comedy,,,,,
38312,18992939,Drama,,,,,
38317,157350,Drama,Horror,Thriller,,,
38322,20879927,Comedy,,,,,
38327,73071415,Drama,,,,,
38332,1603276,Comedy,,,,,
38337,7572247,Drama,,,,,
38342,164907,Comedy,,,,,
38347,1214474,Action,Comedy,,,,
38352,5759374,,,,,,
38357,2286713,Comedy,Western,,,,
38362,2131974,Drama,,,,,
38367,4540307,Comedy,,,,,
38372,3118931,,,,,,
38377,5197343,Drama,,,,,
38382,1202912,Comedy,IMAX,,,,
38387,3274429,Comedy,,,,,
38392,4316735,Comedy,,,,,
38397,1270603,Comedy,,,,,
38402,2001290,Comedy,,,,,
38407,432577,Comedy,Drama,,,,
38412,2808108,Horror,Thriller,,,,
38417,5632219,Comedy,Drama,,,,
38422,1343596,Comedy,,,,,
38427,2315363,Comedy,,,,,
38432,11291604,Drama,Thriller,,,,
38437,591945,Comedy,,,,,
38442,14653856,Horror,,,,,
38447,20402038,,,,,,
38452,2624227,Drama,,,,,
38457,6057635,Comedy,Drama,,,,
38462,7035988,Comedy,Drama,,,,
38467,36793619,Comedy,,,,,
38472,365145,Action,Thriller,,,,
38477,349287,Horror,,,,,
38482,3525449,Drama,,,,,
38487,11023749,,,,,,
38492,19277795,Drama,,,,,
38497,915109,Drama,,,,,
38502,9069668,Drama,,,,,
38507,389896,Comedy,,,,,
38512,56877,Action,,,,,
38517,7705421,Comedy,,,,,
38522,3965286,Drama,,,,,
38527,698121,Horror,Thriller,,,,
38532,11228285,,,,,,
38537,2804124,Action,Drama,,,,
38542,7766947,Drama,,,,,
38547,268234,Drama,,,,,
38552,186976,Comedy,,,,,
38557,4671044,Action,Drama,,,,
38562,3441758,,,,,,
38567,13464582,Drama,,,,,
38572,256036,Comedy,,,,,
38577,864602,Comedy,,,,,
38582,2381416,Drama,,,,,
38587,1085719,Comedy,,,,,
38592,359037,Action,Drama,Thriller,,,
38597,2231098,Action,Drama,,,,
38602,1660186,,,,,,
38607,1016683,,,,,,
38612,14096442,,,,,,
38617,1778751,Action,Drama,IMAX,,,
38622,2350955,Comedy,Thriller,,,,
38627,1770506,Drama,,,,,
38632,5027315,Comedy,,,,,
38637,42180188,Drama,,,,,
38642,532351,Horror,Thriller,,,,
38647,69143,Comedy,,,,,
38652,1283462,Action,Thriller,,,,
38657,2932358,Drama,Thriller,,,,
38662,2018169,Comedy,,,,,
38667,2751565,Drama,,,,,
38672,445026,Drama,Thriller,,,,
38677,1648247,Horror,Thriller,,,,
