,user1,user2,weight
4503,42,1161,w
4504,1042,1034,w
4505,12,609,w
4506,944,128,w
4507,160,639,s
4508,986,263,w
4509,1373,697,w
4510,777,992,w
4511,1019,439,s
4512,581,582,s
4513,765,425,s
4514,103,774,w
4515,713,726,s
4516,644,1616,w
4517,1253,468,w
4518,1383,1381,s
4519,294,1549,w
4520,249,1730,s
4521,321,349,w
4522,1598,1496,w
4523,1667,167,w
4524,418,1565,w
4525,1679,569,s
4526,9,40,w
4527,617,259,s
4528,36,1059,s
4529,42,32,s
4530,105,704,w
4531,1681,1771,s
4532,53,416,w
4533,249,1565,s
4534,1413,454,w
4535,1127,818,s
4536,687,673,s
4537,212,263,s
4538,1132,1156,w
4539,1598,645,w
4540,36,597,w
4541,1546,32,s
4542,679,317,s
4543,1678,1565,w
4544,719,1036,s
4545,1185,408,w
4546,1578,337,w
4547,766,1513,w
4548,644,59,w
4549,353,296,s
4550,998,823,s
4551,105,1139,w
4552,1283,644,s
4553,456,527,s
4554,297,289,s
4555,83,368,w
4556,1000,992,w
4557,342,1039,s
4558,700,481,s
4559,12,143,s
4560,939,783,s
4561,249,969,s
4562,1000,783,w
4563,639,252,w
4564,3,1352,w
4565,1004,815,s
4566,1657,523,w
4567,679,833,w
4568,3,224,w
4569,711,257,s
4570,249,1312,s
4571,523,1819,w
4572,124,802,w
4573,463,748,w
4574,1585,1280,s
4575,79,58,s
4576,1647,749,s
4577,103,128,s
4578,644,1234,s
4579,1069,687,s
4580,681,758,s
4581,1441,840,s
4582,800,1072,s
4583,1540,376,w
4584,105,1624,s
4585,220,19,s
4586,827,61,w
4587,42,799,s
4588,357,134,s
4589,771,1406,s
4590,990,1142,s
4591,400,513,s
4592,697,1517,s
4593,1429,1572,s
4594,3,700,s
4595,274,481,s
4596,176,216,w
4597,655,656,s
4598,103,503,s
4599,1543,617,s
4600,1065,570,s
4601,1730,828,w
4602,176,1603,s
4603,357,120,w
4604,342,260,w
4605,713,400,s
4606,1281,797,w
4607,42,704,s
4608,1522,1587,w
4609,1713,799,s
4610,606,821,w
4611,124,452,w
4612,713,609,s
4613,733,638,w
4614,368,542,s
4615,1899,1417,w
4616,42,339,w
4617,1113,1216,s
4618,708,812,s
4619,34,815,w
4620,398,308,s
4621,12,391,s
4622,286,34,s
4623,321,313,s
4624,822,400,s
4625,29,654,w
4626,659,254,s
4627,274,32,w
4628,1175,1246,w
4629,1037,1517,s
4630,1688,277,s
4631,83,1060,w
4632,431,394,w
4633,1598,726,w
4634,809,830,s
4635,1180,475,w
4636,1792,221,s
4637,29,443,s
4638,344,403,s
4639,242,454,s
4640,809,847,s
4641,777,297,s
4642,249,282,s
4643,212,394,s
4644,1335,1006,s
4645,105,990,w
4646,1657,36,s
4647,683,563,w
4648,1185,277,s
4649,546,1053,w
4650,871,1021,w
4651,713,1588,s
4652,749,302,s
4653,1236,704,w
4654,69,289,w
4655,469,519,w
4656,809,250,s
4657,496,683,w
4658,598,346,s
4659,335,98,s
4660,871,364,w
4661,249,997,w
4662,654,498,s
4663,144,23,w
4664,1601,143,s
4665,1565,492,s
4666,42,1402,s
4667,335,19,w
4668,1041,80,s
4669,546,878,w
4670,1064,783,s
4671,69,67,s
4672,1598,332,w
4673,36,156,w
4674,601,1862,s
4675,687,479,s
4676,249,711,s
4677,250,616,w
4678,1543,798,w
4679,823,239,s
4680,951,474,s
4681,609,39,w
4682,1487,132,s
4683,1844,1839,w
4684,214,286,w
4685,1436,582,s
4686,429,1568,w
4687,1059,389,s
4688,194,679,s
4689,778,1384,s
4690,286,367,w
4691,1543,943,w
4692,674,1865,s
4693,400,734,s
4694,1362,302,w
4695,1619,773,w
4696,63,923,w
4697,963,393,s
4698,733,783,s
4699,400,621,s
4700,95,1246,s
4701,176,196,w
4702,214,396,s
4703,1189,620,w
4704,829,819,s
4705,733,928,s
4706,1522,1255,s
4707,1582,1526,w
4708,509,817,s
4709,220,644,s
4710,204,257,w
4711,423,97,w
4712,372,639,s
4713,321,507,w
4714,9,1444,w
4715,969,283,w
4716,1180,1031,w
4717,95,1365,s
4718,394,456,s
4719,1253,492,w
4720,377,941,w
4721,1280,48,s
4722,12,926,s
4723,1189,1184,w
4724,289,359,w
4725,1339,543,w
4726,1440,438,w
4727,32,1683,w
4728,933,903,s
4729,1244,415,w
4730,1074,516,w
4731,800,964,s
4732,1423,1377,s
4733,53,408,w
4734,679,372,s
4735,770,1072,w
4736,296,355,s
4737,1716,1689,s
4738,1433,1444,w
4739,1717,192,w
4740,543,1513,w
4741,9,834,s
4742,713,1526,w
4743,679,453,w
4744,761,482,s
4745,1127,971,w
4746,302,296,s
4747,1079,868,s
4748,1004,194,s
4749,474,1377,w
4750,1196,704,w
4751,498,1135,w
4752,302,155,s
4753,640,1062,w
4754,105,1099,w
4755,73,773,w
4756,1565,174,s
4757,3,26,s
4758,277,615,s
4759,638,736,w
4760,1332,311,w
4761,1543,1487,s
4762,1520,63,s
4763,42,784,w
4764,939,855,w
4765,402,1201,s
4766,400,909,w
4767,309,1139,w
4768,1346,518,s
4769,870,840,s
4770,266,554,w
4771,144,1758,s
4772,475,496,s
4773,41,542,w
4774,334,437,s
4775,19,1207,s
4776,463,339,s
4777,523,1394,w
4778,1332,964,s
4779,1236,152,w
4780,704,377,s
4781,447,719,w
4782,34,288,s
4783,400,570,s
4784,555,654,s
4785,1402,1319,s
4786,3,615,w
4787,479,1546,s
4788,749,1724,s
4789,474,346,w
4790,1328,285,s
4791,760,943,w
4792,1037,379,w
4793,372,445,s
4794,601,1517,s
4795,12,638,w
4796,713,479,s
4797,1344,1283,w
4798,1565,933,s
4799,1550,1547,w
4800,871,1358,w
4801,105,175,s
4802,103,652,s
4803,1543,710,w
4804,1408,1624,s
4805,181,194,s
4806,474,124,s
4807,1009,177,s
4808,1624,398,s
4809,48,1248,s
4810,1406,260,s
4811,823,548,s
4812,147,191,w
4813,1028,260,s
4814,1127,474,w
4815,321,368,s
4816,1543,1848,s
4817,996,63,s
4818,636,6,s
4819,378,498,s
4820,547,527,w
4821,731,314,s
4822,3,415,w
4823,63,337,s
4824,303,294,w
4825,821,805,s
4826,638,372,s
4827,934,460,s
4828,41,371,w
4829,1364,1393,s
4830,652,862,w
4831,1539,1103,w
4832,339,626,w
4833,321,3,w
4834,1533,594,w
4835,105,884,w
4836,1231,963,w
4837,368,482,s
4838,95,81,w
4839,212,339,s
4840,1543,1788,w
4841,481,566,w
4842,605,644,s
4843,93,1616,w
4844,1638,1646,w
4845,127,1724,s
4846,711,317,s
4847,1543,840,w
4848,503,605,s
4849,400,188,s
4850,1339,1255,s
4851,474,1349,s
4852,913,548,s
4853,1312,105,s
4854,70,51,s
4855,749,1487,s
4856,1379,131,s
4857,350,323,s
4858,1434,1344,s
4859,1185,590,s
4860,67,843,w
4861,32,518,w
4862,1540,1548,s
4863,642,323,s
4864,128,1513,s
4865,884,658,s
4866,47,814,s
4867,9,1338,s
4868,638,385,s
4869,1371,643,s
4870,1283,470,s
4871,1603,1517,s
4872,220,234,s
4873,1328,765,s
4874,334,358,w
4875,288,1162,s
4876,250,561,s
4877,586,183,s
4878,605,249,s
4879,644,1279,s
4880,400,888,w
4881,1069,586,w
4882,442,143,s
4883,297,640,s
4884,638,355,w
4885,859,626,s
4886,586,774,s
4887,536,1551,w
4888,96,6,s
4889,1326,58,s
4890,12,316,w
4891,34,324,s
4892,621,1280,s
4893,1013,1365,s
4894,1585,1669,s
4895,1402,1339,s
4896,400,502,s
4897,447,368,s
4898,753,984,s
4899,103,466,w
4900,713,362,w
4901,181,260,s
4902,400,512,w
4903,1103,309,s
4904,1539,1585,w
4905,249,1142,s
4906,871,969,s
4907,105,250,w
4908,638,940,s
4909,492,686,s
4910,172,1497,w
4911,3,865,w
4912,523,118,w
4913,176,283,s
4914,712,189,s
4915,644,102,s
4916,1542,468,w
4917,713,725,s
4918,1488,1885,w
4919,792,228,s
4920,1677,1585,w
4921,172,638,s
4922,321,348,w
4923,423,315,w
4924,124,135,s
4925,257,1597,w
4926,398,456,s
4927,1601,1279,w
4928,1284,1213,s
4929,1325,983,s
4930,3,1196,w
4931,1019,402,s
4932,1463,1469,w
4933,323,395,w
4934,1127,1340,w
4935,1434,881,w
4936,617,403,s
4937,928,194,s
4938,1539,8,s
4939,146,3,s
4940,38,61,w
4941,1642,679,s
4942,42,176,s
4943,504,719,w
4944,1648,1052,s
4945,1397,502,s
4946,325,559,w
4947,252,513,w
4948,36,598,w
4949,1539,958,s
4950,1037,682,w
4951,687,785,s
4952,105,993,w
4953,144,1023,w
4954,400,265,w
4955,697,741,s
4956,36,1425,w
4957,1215,303,s
4958,27,42,s
4959,1040,1045,s
4960,1338,1034,w
4961,394,1111,s
4962,325,874,s
4963,400,152,w
4964,308,561,s
4965,368,236,s
4966,101,1002,s
4967,762,52,s
4968,523,1022,w
4969,1042,34,s
4970,1368,1585,s
4971,1704,1598,w
4972,105,1027,s
4973,454,510,w
4974,749,52,s
4975,296,1000,s
4976,194,1039,w
4977,1756,1255,s
4978,1142,194,w
4979,1652,1514,w
4980,306,272,s
4981,1598,337,s
4982,1713,697,s
4983,1236,498,s
4984,9,1191,w
4985,792,32,s
4986,323,1283,w
4987,697,1042,w
4988,41,598,s
4989,95,1839,s
4990,249,1351,w
4991,306,626,s
4992,41,743,w
4993,831,540,s
4994,422,1060,s
4995,617,640,s
4996,809,67,s
4997,194,755,s
4998,12,288,s
4999,32,1518,s
5000,263,405,s
5001,176,217,w
5002,12,439,w
5003,1487,1626,w
5004,105,353,w
5005,1808,95,s
5006,9,317,w
5007,634,768,w
5008,834,1246,s
5009,1655,1397,s
5010,313,1,w
5011,704,766,w
5012,176,1747,w
5013,102,645,s
5014,252,242,s
5015,567,325,s
5016,1339,276,w
5017,185,63,s
5018,994,831,s
5019,283,277,s
5020,392,383,w
5021,194,183,s
5022,144,1408,w
5023,252,97,s
5024,1280,1738,s
5025,809,1522,s
5026,704,924,w
5027,103,954,s
5028,416,212,s
5029,1062,1419,w
5030,1713,1629,s
5031,144,1472,s
5032,259,638,w
5033,514,405,s
5034,9,1521,s
5035,194,456,s
5036,105,675,w
5037,551,388,s
5038,277,1023,s
5039,687,836,w
5040,67,1644,s
5041,852,1361,w
5042,1118,632,s
5043,617,161,s
5044,1585,1349,w
5045,308,759,w
5046,523,1182,w
5047,1127,1274,w
5048,1286,1335,s
5049,1270,710,s
5050,1539,1510,s
5051,105,1134,s
5052,913,41,s
5053,1713,1130,s
5054,538,438,w
5055,176,603,s
5056,32,991,s
5057,1283,368,s
5058,97,191,s
5059,1698,605,s
5060,266,676,w
5061,103,460,s
5062,250,407,s
5063,567,598,s
5064,777,1072,s
5065,176,697,w
5066,1539,1618,w
5067,103,86,s
5068,306,308,s
5069,400,817,w
5070,357,967,w
5071,509,140,s
5072,400,832,w
5073,697,1070,s
5074,3,509,w
5075,376,191,s
5076,1320,952,w
5077,400,735,w
5078,1783,1649,w
5079,771,992,w
5080,41,707,w
5081,792,1413,s
5082,32,1034,s
5083,1487,1673,s
5084,204,81,w
5085,97,1748,s
5086,42,1215,w
5087,176,197,w
5088,105,33,w
5089,12,603,s
5090,250,954,s
5091,1543,588,w
5092,1190,1568,s
5093,777,605,w
5094,283,1284,w
5095,638,637,s
5096,543,418,s
5097,638,996,s
5098,1586,1556,s
5099,3,323,w
5100,34,365,w
5101,9,308,s
5102,321,506,w
5103,926,73,s
5104,12,697,w
5105,1436,573,s
5106,739,540,s
5107,704,841,s
5108,462,617,s
5109,1014,1194,s
5110,673,254,s
5111,945,625,s
5112,768,214,s
5113,1836,143,w
5114,673,1403,s
5115,9,22,s
5116,1686,393,s
5117,32,1573,w
5118,60,679,s
5119,1184,605,s
5120,194,445,w
5121,51,476,w
5122,1786,1280,s
5123,204,198,s
5124,249,475,s
5125,1248,1279,s
5126,624,697,w
5127,103,233,w
5128,1281,128,w
5129,1236,912,w
5130,32,174,w
5131,1564,598,w
5132,199,978,s
5133,277,644,s
5134,403,569,w
5135,830,880,w
5136,442,1041,s
5137,942,654,w
5138,67,1072,s
5139,545,992,s
5140,1283,590,w
5141,68,173,s
5142,41,65,w
5143,204,571,w
5144,1313,507,s
5145,598,367,s
5146,856,122,w
5147,252,815,w
5148,400,224,s
5149,1667,942,w
5150,1214,933,s
5151,42,1597,w
5152,9,1420,s
5153,1000,825,w
5154,194,295,s
5155,1727,361,w
5156,296,928,s
5157,1052,1859,s
5158,913,339,s
5159,1101,1138,s
5160,1393,919,w
5161,36,34,w
5162,1169,728,w
5163,443,32,s
5164,67,908,w
5165,249,621,s
5166,1543,1260,w
5167,431,1731,w
5168,254,482,w
5169,520,638,s
5170,1113,673,s
5171,9,1279,s
5172,1667,144,w
5173,1543,893,w
5174,714,316,s
5175,1557,673,s
5176,103,344,w
5177,713,252,s
5178,306,570,s
5179,770,365,s
5180,771,988,s
5181,498,274,w
5182,518,1339,w
5183,462,393,s
5184,800,1256,s
5185,1281,799,w
5186,1543,952,w
5187,42,950,s
5188,495,67,w
5189,758,719,w
5190,53,1585,s
5191,1663,1621,s
5192,644,143,s
5193,1539,1637,s
5194,1546,1875,s
5195,204,294,w
5196,321,454,s
5197,263,479,s
5198,266,321,w
5199,678,570,w
5200,63,949,s
5201,474,236,s
5202,67,1603,s
5203,104,97,s
5204,1601,220,s
5205,6,278,s
5206,228,386,w
5207,57,798,s
5208,994,713,s
5209,1716,1624,s
5210,447,1285,s
5211,249,1542,s
5212,48,1015,w
5213,1562,1346,w
5214,143,456,s
5215,282,1627,w
5216,252,766,s
5217,277,823,s
5218,539,396,s
5219,728,323,s
5220,640,1253,s
5221,1118,560,s
5222,285,536,s
5223,103,1329,w
5224,9,766,s
5225,53,620,s
5226,884,1050,w
5227,32,825,s
5228,620,1644,s
5229,754,570,w
5230,335,263,w
5231,9,607,s
5232,1598,88,w
5233,1272,862,w
5234,1033,768,s
5235,435,308,s
5236,834,1234,s
5237,1580,1190,w
5238,527,554,s
5239,72,596,s
5240,144,193,s
5241,573,184,s
5242,41,863,w
5243,538,1581,w
5244,1713,175,w
5245,128,629,s
5246,1236,479,s
5247,1310,802,s
5248,103,158,w
5249,254,30,s
5250,400,889,w
5251,184,928,s
5252,1647,1132,s
5253,679,516,w
5254,1136,234,s
5255,1545,1332,s
5256,768,564,w
5257,1713,638,w
5258,1532,852,s
5259,101,282,s
5260,339,493,s
5261,1713,975,s
5262,1113,607,w
5263,994,893,s
5264,1730,1034,w
5265,19,1624,s
5266,1332,713,w
5267,53,1508,w
5268,1189,1560,w
5269,498,393,s
5270,372,402,w
5271,431,975,s
5272,214,437,w
5273,308,456,w
5274,399,365,s
5275,439,636,s
5276,372,513,s
5277,176,284,w
5278,41,1589,w
5279,721,48,s
5280,834,753,s
5281,1700,768,s
5282,1598,1359,w
5283,713,724,s
5284,1488,1886,w
5285,95,1452,s
5286,172,639,w
5287,1000,8,s
5288,181,967,w
5289,644,481,s
5290,1286,48,s
5291,1447,1570,s
5292,42,415,w
5293,53,62,w
5294,317,263,s
5295,1313,1014,s
5296,781,42,s
5297,325,1292,s
5298,32,1645,w
5299,1746,1021,w
5300,398,1676,s
5301,518,345,s
5302,3,1340,s
5303,523,565,w
5304,754,755,w
5305,32,8,s
5306,1598,568,w
5307,679,174,s
5308,1588,502,s
5309,779,1308,s
5310,1543,1618,w
5311,752,278,w
5312,1013,465,s
5313,939,466,w
5314,124,72,s
5315,389,573,s
5316,212,368,s
5317,105,992,w
5318,1601,1338,s
5319,882,536,s
5320,903,792,s
5321,834,343,w
5322,871,738,w
5323,1565,228,w
5324,3,1784,s
5325,652,495,w
5326,193,502,s
5327,254,1573,w
5328,88,220,s
5329,1686,1132,s
5330,1127,1573,w
5331,308,929,w
5332,1052,72,s
5333,277,414,w
5334,792,1006,s
5335,338,348,s
5336,67,806,w
5337,3,1127,w
5338,1543,1046,w
5339,1542,1246,s
5340,509,389,s
5341,277,271,s
5342,351,658,s
5343,409,191,s
5344,357,593,w
5345,1658,986,w
5346,1033,542,s
5347,3,371,w
5348,335,174,s
5349,249,809,s
5350,713,90,s
5351,343,755,s
5352,1033,1211,s
5353,398,1397,s
5354,221,211,s
5355,1168,105,s
5356,1713,282,s
5357,34,502,s
5358,306,627,w
5359,19,1430,s
5360,994,632,w
5361,349,655,s
5362,1236,209,w
5363,63,609,w
5364,1185,1173,w
5365,525,652,s
5366,249,523,s
5367,32,1519,w
5368,431,1497,w
5369,1292,242,w
5370,1514,919,s
5371,176,218,w
5372,710,539,s
5373,291,1787,s
5374,1281,163,s
5375,6,146,w
5376,392,514,s
5377,263,257,s
5378,323,42,s
5379,1728,644,s
5380,128,12,s
5381,648,723,w
5382,1127,319,s
5383,48,371,w
5384,105,358,s
5385,942,1422,s
5386,781,1018,s
5387,1283,1032,w
5388,655,665,w
5389,1029,1472,s
5390,204,509,s
5391,540,615,s
5392,996,97,w
5393,282,1071,s
5394,1517,449,w
5395,1730,1746,s
5396,609,784,s
5397,704,1400,s
5398,498,881,s
5399,407,425,s
5400,372,938,s
5401,1185,1587,w
5402,34,527,w
5403,74,544,w
5404,733,1423,s
5405,482,477,w
5406,249,1598,w
5407,393,372,s
5408,105,674,w
5409,582,1212,w
5410,768,408,w
5411,228,311,w
5412,38,94,w
5413,1526,595,s
5414,325,326,s
5415,619,661,w
5416,194,376,s
5417,103,1256,s
5418,861,752,s
5419,1127,1269,w
5420,142,1575,s
5421,713,1449,w
5422,770,544,w
5423,1713,893,w
5424,1899,1781,w
5425,1014,1,s
5426,474,749,s
5427,1283,738,w
5428,3,32,s
5429,204,615,s
5430,3,1748,w
5431,525,155,s
5432,1373,62,s
5433,567,544,s
5434,400,20,w
5435,1713,1530,w
5436,454,778,w
5437,640,1402,s
5438,679,1083,s
5439,1142,47,w
5440,297,573,s
5441,306,309,s
5442,714,438,s
5443,128,573,s
5444,1231,367,s
5445,95,1789,s
5446,598,1080,w
5447,317,659,w
5448,1601,318,s
5449,949,642,w
5450,605,32,s
5451,1087,1132,s
5452,199,1363,w
5453,686,163,s
5454,603,515,w
5455,779,475,w
5456,1033,1056,s
5457,770,683,s
5458,1804,1543,s
5459,598,1006,s
5460,234,309,s
5461,871,1097,s
5462,327,784,w
5463,73,753,s
5464,1136,398,s
5465,1397,294,s
5466,1381,609,w
5467,615,297,s
5468,194,583,s
5469,176,198,s
5470,105,32,s
5471,144,1200,w
5472,357,1136,s
5473,402,632,s
5474,975,609,s
5475,317,1111,s
5476,266,475,s
5477,1283,1350,s
5478,1762,431,s
5479,1586,1557,w
5480,1580,1676,s
5481,686,341,s
5482,638,884,w
5483,1264,1283,s
5484,53,34,w
5485,1089,1412,s
5486,555,352,s
5487,1253,50,s
5488,41,1182,w
5489,447,254,s
5490,103,840,s
5491,843,557,s
5492,733,753,s
5493,199,1717,w
5494,95,712,s
5495,63,430,s
5496,1079,674,s
5497,345,141,w
5498,1031,831,s
5499,1808,1876,s
5500,1509,193,w
5501,389,194,w
5502,1000,495,s
5503,393,263,s
5504,609,1497,s
5505,1285,176,s
5506,389,1438,w
5507,1127,1083,s
5508,939,380,w
5509,1183,991,w
5510,1781,1783,s
5511,1756,1781,s
5512,639,749,w
5513,1280,1287,s
5514,201,607,w
5515,1214,249,w
5516,627,513,s
5517,97,542,s
5518,32,175,s
5519,809,1213,w
5520,72,1765,s
5521,400,451,w
5522,1713,1195,s
5523,934,128,s
5524,498,1050,s
5525,781,307,w
5526,1004,60,s
5527,67,1216,w
5528,545,592,s
5529,1126,1302,s
5530,586,300,s
5531,474,1310,s
5532,1749,346,s
5533,1101,475,s
5534,321,609,s
5535,1138,704,s
5536,1231,557,s
5537,3,173,w
5538,1287,1083,s
5539,1235,1402,s
5540,9,1308,s
5541,523,228,s
5542,105,1387,s
5543,400,911,w
5544,595,308,s
5545,101,515,w
5546,1185,898,w
5547,357,617,w
5548,1042,781,s
5549,103,117,w
5550,605,625,w
5551,357,1362,s
5552,440,795,w
5553,474,1187,w
5554,704,204,s
5555,249,1421,w
5556,619,475,s
5557,1117,376,w
5558,79,365,s
5559,928,943,w
5560,357,843,w
5561,12,282,s
5562,620,967,s
5563,90,598,s
5564,431,1312,s
5565,953,588,s
5566,400,572,w
5567,590,795,w
5568,400,587,w
5569,1034,638,w
5570,1036,32,s
5571,1237,673,w
5572,843,1237,s
5573,1019,588,s
5574,103,569,s
5575,215,67,s
5576,793,341,s
5577,6,90,s
5578,193,1633,w
5579,67,88,w
5580,160,598,w
5581,12,719,s
5582,324,329,s
5583,1489,372,s
5584,224,621,s
5585,595,590,s
5586,9,343,s
5587,1224,62,s
5588,873,144,s
5589,1673,844,w
5590,103,799,s
5591,1373,707,w
5592,609,638,s
5593,1255,1335,s
5594,249,42,s
5595,523,298,w
5596,191,136,w
5597,105,463,s
5598,605,1246,w
5599,142,514,w
5600,704,1329,w
5601,9,49,w
5602,1741,297,w
5603,103,1021,w
5604,50,1227,s
5605,1598,32,s
5606,199,1582,s
5607,29,1587,w
5608,1539,1056,s
5609,63,339,s
5610,212,639,s
5611,1444,1168,w
5612,859,400,s
5613,482,389,s
5614,1183,353,s
5615,249,502,s
5616,364,993,s
5617,809,884,s
5618,67,783,w
5619,479,1540,s
5620,259,343,w
5621,1236,1153,s
5622,1189,473,s
5623,303,6,s
5624,191,1021,s
5625,307,67,s
5626,697,719,s
5627,8,164,s
5628,871,1603,s
5629,448,59,w
5630,431,495,w
5631,143,542,w
5632,713,751,w
5633,644,977,w
5634,368,194,s
5635,41,188,w
5636,561,1177,s
5637,502,285,w
5638,1,397,w
5639,398,697,s
5640,1565,176,s
5641,1528,713,s
5642,309,798,s
5643,687,194,s
5644,372,1493,s
5645,1713,1282,s
5646,719,1641,w
5647,248,374,s
5648,266,637,w
5649,940,536,s
5650,12,73,s
5651,342,1216,w
5652,254,396,s
5653,260,1107,s
5654,1647,714,s
5655,638,278,s
5656,1138,966,w
5657,509,194,s
5658,36,214,s
5659,257,135,w
5660,814,925,s
5661,357,798,w
5662,12,175,s
5663,1741,1282,s
5664,308,1026,w
5665,1339,1554,s
5666,105,639,s
5667,176,928,s
5668,919,713,s
5669,704,502,s
5670,176,63,s
5671,68,101,s
5672,1118,1737,w
5673,103,97,s
5674,42,600,s
5675,357,65,w
5676,1189,546,s
5677,399,364,w
5678,95,1161,w
5679,9,482,s
5680,392,502,s
5681,67,52,s
5682,30,72,s
5683,32,1809,w
5684,42,1534,s
5685,538,615,s
5686,9,371,w
5687,377,777,s
5688,600,980,w
5689,323,367,s
5690,53,26,s
5691,509,616,s
5692,754,1332,w
5693,915,224,w
5694,281,1,s
5695,1185,194,s
5696,1741,1391,s
5697,786,783,s
5698,523,524,w
5699,204,184,s
5700,44,1189,w
5701,687,573,s
5702,1669,1665,w
5703,180,177,s
5704,823,1369,s
5705,1520,1879,s
5706,160,429,s
5707,699,1264,s
5708,551,371,s
5709,3,1501,w
5710,777,306,s
5711,62,260,s
5712,501,236,s
5713,770,605,s
5714,254,1216,s
5715,41,15,w
5716,1018,41,s
5717,321,783,s
5718,1313,42,w
5719,400,154,w
5720,74,449,w
5721,283,375,s
5722,1280,725,s
5723,1283,278,w
5724,308,930,w
5725,481,50,s
5726,482,1005,s
5727,249,974,w
5728,583,337,s
5729,19,1098,s
5730,1520,716,s
5731,308,849,w
5732,357,592,w
5733,372,1624,s
5734,12,109,w
5735,1180,852,s
5736,9,1731,s
5737,600,342,w
5738,859,547,s
5739,272,273,s
5740,1217,473,s
5741,41,596,w
5742,297,738,s
5743,337,317,w
5744,176,1021,s
5745,42,794,s
5746,41,741,s
5747,542,583,s
5748,194,753,w
5749,859,704,w
5750,561,127,w
5751,871,926,w
5752,655,669,w
5753,586,538,s
5754,283,1338,s
5755,29,850,w
5756,105,212,s
5757,103,577,s
5758,327,589,s
5759,555,502,s
5760,132,589,s
5761,1052,701,w
5762,41,1040,s
5763,1285,975,s
5764,1185,1383,s
5765,431,595,s
5766,1868,1052,w
5767,1667,1280,s
5768,176,392,s
5769,523,172,s
5770,1713,1730,s
5771,1213,1186,s
5772,114,124,s
5773,871,1142,s
5774,32,311,w
5775,103,948,w
5776,1433,639,s
5777,95,868,s
5778,1231,1168,s
5779,1097,1270,s
5780,542,317,w
5781,321,175,w
5782,652,1317,s
5783,1748,1075,s
5784,1881,1750,s
5785,1060,1117,s
5786,504,1406,s
5787,321,88,w
5788,431,407,s
5789,1283,950,s
5790,609,1325,w
5791,1416,277,w
5792,539,454,s
5793,27,234,w
5794,762,1489,s
5795,1852,1344,s
5796,325,513,s
5797,400,472,w
5798,308,753,w
5799,1326,713,s
5800,1236,1005,s
5801,1624,1075,s
5802,793,1131,s
5803,687,823,s
5804,520,8,s
5805,124,1622,w
5806,128,1262,w
5807,67,1255,s
5808,620,393,w
5809,105,1132,s
5810,1283,741,w
5811,3,1751,w
5812,1667,523,s
5813,966,52,s
5814,749,700,w
5815,640,784,s
5816,805,250,w
5817,3,176,s
5818,1598,1039,s
5819,462,1638,s
5820,250,405,s
5821,644,719,s
5822,760,474,w
5823,536,1317,s
5824,228,1100,w
5825,1712,1726,s
5826,400,819,s
5827,933,1687,w
5828,912,314,w
5829,249,708,s
5830,220,67,s
5831,1215,431,s
5832,337,281,s
5833,1042,712,s
5834,1189,823,s
5835,513,318,s
5836,431,1295,s
5837,1598,429,w
5838,353,1283,s
5839,1573,729,w
5840,797,638,s
5841,111,112,w
5842,103,391,s
5843,1064,447,s
5844,3,27,w
5845,1836,1393,w
5846,977,346,s
5847,497,1296,w
5848,27,1283,w
5849,176,199,w
5850,357,501,w
5851,399,311,s
5852,699,245,s
5853,3,810,w
5854,101,51,s
5855,357,409,s
5856,1281,211,w
5857,1543,735,w
5858,72,263,s
5859,493,329,w
5860,509,1026,s
5861,321,144,w
5862,9,314,s
5863,321,504,w
5864,912,1513,s
5865,143,163,s
5866,42,306,s
5867,1562,1879,w
5868,725,607,w
5869,686,719,s
5870,1713,36,s
5871,357,379,s
5872,252,391,s
5873,1504,738,s
5874,204,482,s
5875,903,1294,s
5876,596,1004,s
5877,595,659,s
5878,9,20,w
5879,1311,713,s
5880,1000,65,w
5881,713,1032,s
5882,1120,306,w
5883,481,988,w
5884,1393,1613,w
5885,9,101,w
5886,325,707,w
5887,1269,1460,w
5888,915,393,s
5889,1033,302,w
5890,151,971,s
5891,687,757,s
5892,998,990,w
5893,142,58,w
5894,400,437,w
5895,697,321,s
5896,424,315,w
5897,758,298,s
5898,3,1412,w
5899,652,707,w
5900,652,1071,w
5901,105,814,w
5902,1283,547,w
5903,400,452,w
5904,19,410,w
5905,557,1338,s
5906,26,386,w
5907,576,1393,w
5908,372,1244,w
5909,1189,437,s
5910,1741,840,w
5911,1050,1049,w
5912,540,191,s
5913,103,893,s
5914,356,840,w
5915,1535,644,s
5916,1616,254,s
5917,840,1077,w
5918,440,1103,s
5919,687,41,s
5920,448,254,w
5921,145,719,s
5922,32,1021,s
5923,3,172,w
5924,1113,389,w
5925,1185,528,w
5926,212,254,w
5927,941,926,s
5928,400,896,w
5929,1737,1157,w
5930,1269,1091,w
5931,942,72,s
5932,483,1317,w
5933,1540,29,s
5934,250,536,s
5935,639,6,s
5936,845,808,s
5937,400,799,s
5938,679,923,w
5939,481,1648,s
5940,41,515,w
5941,598,1093,s
5942,1480,638,s
5943,1236,984,s
5944,1601,394,w
5945,422,815,w
5946,3,475,w
5947,560,908,s
5948,1792,1644,w
5949,221,1323,s
5950,211,284,w
5951,1281,1004,w
5952,36,401,w
5953,191,952,w
5954,502,1285,w
5955,407,396,s
5956,1281,356,s
5957,19,924,s
5958,1791,574,w
5959,733,784,w
5960,289,391,s
5961,502,778,s
5962,479,712,w
5963,665,353,w
5964,1328,239,s
5965,1539,1639,s
5966,392,475,s
